MB2013,AU2013
1569400,552500
1569501,552500
1569502,552500
1569601,552500
1569602,552500
1569701,552500
1569702,552500
1569801,552500
1569802,552500
1569900,552500
1570000,552500
1570100,552500
1570200,552500
1570301,552500
1570302,552500
1570400,552500
1570500,552400
1570600,552400
1570700,552400
1570800,552400
1570900,552400
1571000,552400
1571100,552400
1571200,552400
1571300,552400
1571400,552400
1571500,552400
1571600,552400
1571700,552400
1571800,552400
1571900,552400
1572000,552400
1572101,552400
1572102,552400
1572200,552400
1572300,552400
1572400,552400
1572500,552400
1572600,552400
1572700,552400
1572801,552400
1572802,552400
1572901,552400
1572902,552400
1573001,552400
1573002,552400
1573003,552400
1573100,552400
1573200,552400
1573300,552400
1573400,552400
1573500,552400
1573600,552400
1573700,552400
1573800,551700
1573900,551700
1574000,551700
1574100,551700
1574200,551700
1574300,551700
1574400,551700
1574500,551700
1574600,551700
1574700,551700
1574800,551700
1574900,551700
1575000,551700
1575100,551700
1575200,551700
1575300,551700
1575400,551700
1575500,551700
1575601,551700
1575602,551700
1575701,551700
1575702,551700
1575801,551700
1575802,551700
1575901,551700
1575902,551700
1576001,551700
1576002,551700
1576100,551700
1576200,551700
1576301,551700
1576302,551700
1576401,551700
1576402,551700
1576501,551700
1576502,551700
1576600,551700
1576700,551700
1576800,551700
1576900,551700
1577001,551600
1577002,551600
1577003,551600
1577100,551600
1577200,551600
1577301,551600
1577302,551600
1577303,551600
1577400,551600
1577500,551600
1577600,551600
1577701,551600
1577702,551600
1577703,551600
1577704,551600
1577705,551600
1577800,551600
1577900,551600
1578000,551600
1578100,551600
1578200,551600
1578300,551502
1578400,551502
1578501,551502
1578502,551502
1578601,551502
1578602,551502
1578700,551503
1578800,551503
1578900,551503
1579000,551503
1579100,551502
1579200,551503
1579302,551503
1579303,551503
1579304,551503
1579305,551503
1579306,551503
1579401,551503
1579402,551503
1579500,551503
1579601,551503
1579602,551503
1579700,551503
1579800,551503
1579900,551503
1580001,551503
1580002,551503
1580100,551503
1580200,551503
1580300,551503
1580400,551503
1580500,551503
1580600,551503
1580700,551503
1580800,551503
1580900,551501
1581000,551501
1581100,551501
1581200,551501
1581300,551501
1581400,551501
1581500,551501
1581600,551501
1581700,551501
1581800,551501
1581900,551501
1582000,551501
1582100,551501
1582200,551501
1582300,551501
1582400,551501
1582500,551501
1582600,551502
1582700,551502
1582800,551502
1582900,551501
1583000,551501
1583100,551501
1583201,551501
1583202,551501
1583300,551501
1583400,551502
1583500,551502
1583600,551502
1583700,551502
1583800,551502
1583900,551502
1584001,551502
1584002,551502
1584101,551502
1584102,551502
1584103,551502
1584200,551502
1584300,551400
1584400,551400
1584502,551400
1584503,551400
1584504,551400
1584601,551400
1584602,551400
1584701,551400
1584702,551502
1584703,551502
1584800,551400
1584900,551400
1585000,551400
1585100,551400
1585200,551400
1585300,551400
1585400,551400
1585500,551400
1585600,551400
1585700,551400
1585800,551400
1585901,551400
1585902,551400
1586000,551400
1586100,551400
1586201,551400
1586202,551400
1586300,551400
1586400,551400
1586500,551400
1586600,551400
1586700,551400
1586800,551400
1586900,551400
1587000,551400
1587100,551400
1587200,551400
1587300,551400
1587400,551400
1587501,551400
1587502,551501
1587600,551400
1587700,551400
1587800,551400
1587903,551400
1588100,551900
1588200,551900
1588300,551900
1588400,551900
1588500,551900
1588600,551900
1588700,551900
1588800,551900
1588900,551900
1589000,551900
1589100,551900
1589200,551900
1589300,551900
1589400,551900
1589500,551900
1589600,551900
1589700,551900
1589800,551900
1589900,551900
1590000,551900
1590100,552002
1590200,552002
1590300,552002
1590400,552002
1590500,551800
1590600,551800
1590700,551800
1590800,551800
1590900,551800
1591000,551800
1591100,551800
1591200,551800
1591300,551800
1591400,551800
1591500,551800
1591600,551800
1591700,551800
1591800,551800
1591900,551800
1592000,551800
1592100,551800
1592200,551800
1592300,551800
1592400,551800
1592500,551800
1592600,551800
1592700,551800
1592800,551800
1592900,551800
1593000,551800
1593100,551800
1593200,551800
1593300,551800
1593400,551800
1593500,551800
1593600,551800
1593700,551800
1593800,551800
1593900,551800
1594000,551800
1594100,551800
1594200,551800
1594300,551800
1594400,551800
1594500,551800
1594600,551800
1594700,551800
1594800,552002
1594900,552002
1595000,552002
1595100,552002
1595200,552002
1595300,552002
1595400,552002
1595500,552002
1595600,552002
1595700,552001
1595800,552001
1595900,552001
1596000,552001
1596100,552001
1596200,552001
1596300,552001
1596400,552001
1596500,552001
1596600,552001
1596700,552100
1596800,552100
1596900,552100
1597000,552100
1597100,552100
1597200,552100
1597300,552100
1597400,552100
1597500,552100
1597600,552100
1597700,552100
1597800,552100
1597900,552100
1598000,552100
1598101,552100
1598102,552100
1598200,552100
1598300,552100
1598401,552100
1598501,552100
1598601,552100
1598700,552100
1598800,552100
1598900,552100
1599000,552100
1599100,552100
1599200,552100
1599300,552100
1599400,552100
1599500,552100
1599600,552100
1599700,552100
1599800,552100
1599900,552100
1600001,552100
1600002,552100
1600100,552100
1600200,552100
1600301,552100
1600302,552100
1600303,552100
1600400,552100
1600500,552100
1600600,552200
1600700,552200
1600800,552200
1600901,552200
1600902,552200
1600903,552200
1601000,552200
1601100,552200
1601200,552200
1601300,552200
1601400,552200
1601500,552200
1601600,552200
1601701,552200
1601702,552200
1601703,552200
1601704,552200
1601801,552200
1601802,552200
1601803,552200
1601900,552200
1602000,552200
1602100,552200
1602200,552300
1602300,552300
1602400,552300
1602500,552300
1602600,552300
1602701,552300
1602702,552300
1602800,552300
1602900,552300
1603000,552300
1603100,552300
1603200,552300
1603301,552300
1603400,552300
1603500,552300
1603600,552300
1603700,552300
1603800,552300
1603900,552300
1604000,552800
1604100,552800
1604200,552800
1604300,552800
1604400,552800
1604501,552800
1604502,552800
1604600,552800
1604700,552800
1604800,552800
1604900,552800
1605000,552800
1605100,552800
1605200,552800
1605300,552800
1605400,552800
1605500,552800
1605600,552800
1605700,552800
1605800,552800
1605900,552800
1606000,552800
1606100,552800
1606200,552800
1606300,552800
1606401,552800
1606402,552800
1606403,552800
1606501,552800
1606502,552800
1606600,552701
1606700,552701
1606800,552702
1606900,552702
1607001,552702
1607002,552800
1607100,552702
1607200,552702
1607300,552702
1607400,552702
1607501,552702
1607502,552702
1607600,552702
1607700,552702
1607800,552702
1607900,552702
1608000,552702
1608100,552702
1608200,552702
1608300,552702
1608400,552702
1608500,552702
1608600,552702
1608700,552701
1608800,552701
1608900,552702
1609000,552702
1609100,552702
1609200,552702
1609300,552702
1609400,552702
1609500,552702
1609600,552702
1609700,552702
1609800,552702
1609900,552702
1610000,552702
1610100,552702
1610200,552702
1610300,552702
1610400,552702
1610500,552702
1610600,552702
1610700,553101
1610800,553101
1610900,553101
1611000,553101
1611100,553101
1611200,553102
1611300,553102
1611400,553101
1611500,553101
1611600,553101
1611700,553101
1611800,553102
1611900,553102
1612000,553102
1612100,553102
1612200,553102
1612300,553102
1612400,553102
1612500,553102
1612600,553102
1612700,553102
1612800,553101
1612900,553101
1613000,553101
1613100,553101
1613200,553101
1613300,553101
1613400,553101
1613500,553101
1613600,553101
1613700,553101
1613800,553101
1613900,553101
1614000,553102
1614100,553102
1614200,553102
1614300,553102
1614400,553102
1614500,553102
1614600,553102
1614700,553102
1614800,553102
1614900,553101
1615000,553101
1615100,553101
1615200,553101
1615300,553101
1615400,553101
1615500,553101
1615600,553101
1615700,553101
1615800,553101
1615900,553101
1616000,553101
1616101,553101
1616102,553101
1616200,553101
1616300,553101
1616400,553101
1616502,553102
1616503,553102
1616504,553102
1616600,553004
1616700,553004
1616800,553004
1616900,553004
1617000,553004
1617100,553004
1617200,553004
1617300,553004
1617400,553004
1617500,553004
1617600,553004
1617700,553004
1617801,553004
1617802,553004
1617900,553004
1618000,552900
1618100,552900
1618200,552900
1618300,552900
1618400,552900
1618500,552900
1618600,553004
1618701,553004
1618702,553101
1618800,553004
1618902,553101
1618903,553004
1618904,553004
1619000,553004
1619101,553004
1619102,553004
1619201,553003
1619202,553102
1619300,553003
1619400,553004
1619500,553004
1619600,553004
1619700,553003
1619800,553003
1619900,553003
1620000,553003
1620100,553003
1620200,553003
1620300,553003
1620401,553003
1620402,553003
1620501,553003
1620502,553002
1620601,553003
1620602,553003
1620603,553003
1620700,553003
1620800,553003
1620900,553003
1621000,553002
1621100,553002
1621200,553002
1621300,553002
1621400,553003
1621500,553003
1621600,553003
1621700,553002
1621800,553003
1621900,553003
1622000,553003
1622100,553003
1622201,553003
1622202,553003
1622300,553003
1622400,553002
1622501,553002
1622502,553002
1622600,553002
1622700,553002
1622800,553002
1622900,553002
1623000,553002
1623100,553002
1623200,553002
1623300,553002
1623401,553002
1623403,553002
1623404,553001
1623500,553002
1623600,553002
1623701,553002
1623702,553001
1623800,553002
1623900,553002
1624001,553002
1624002,553001
1624100,553001
1624200,553001
1624300,553001
1624401,553002
1624402,553001
1624501,553002
1624502,553001
1624600,553001
1624700,553001
1624800,553302
1624900,553302
1625000,553302
1625100,553302
1625200,553302
1625300,553302
1625400,553302
1625500,553302
1625600,553302
1625700,553302
1625800,553302
1625900,553302
1626000,553302
1626100,553302
1626200,553302
1626300,553302
1626400,553302
1626500,553302
1626600,553302
1626700,553302
1626801,553302
1626802,553302
1626900,553301
1627000,553302
1627100,553302
1627201,553302
1627202,553302
1627300,553302
1627400,553301
1627500,553302
1627601,553301
1627602,553302
1627700,553302
1627800,553301
1627900,553301
1628000,553301
1628100,553301
1628200,553301
1628300,553302
1628400,553302
1628500,553302
1628600,553302
1628700,553302
1628800,553302
1628900,553302
1629000,553302
1629100,553302
1629200,553302
1629300,553302
1629401,553302
1629402,553302
1629500,553302
1629600,553302
1629701,553200
1629702,553302
1629801,553200
1629802,553302
1629900,553302
1630000,553302
1630100,553302
1630200,553302
1630300,553302
1630400,553302
1630500,553302
1630600,553302
1630700,553302
1630800,553302
1630900,553302
1631000,553302
1631100,553302
1631200,553302
1631300,553302
1631400,553302
1631500,553302
1631600,553302
1631700,553302
1631800,553302
1631900,553302
1632000,553302
1632100,553200
1632200,553200
1632300,553200
1632400,553200
1632500,553200
1632600,553200
1632701,553200
1632702,553200
1632800,553200
1632900,553200
1633000,553200
1633100,553200
1633200,553200
1633300,553200
1633400,553200
1633500,553200
1633600,553200
1633700,553200
1633800,553200
1633900,553200
1634000,553601
1634101,553601
1634102,553601
1634200,553601
1634300,553601
1634400,553601
1634500,553601
1634600,553601
1634700,553601
1634800,553601
1634900,553601
1635000,553601
1635100,553601
1635200,553601
1635300,553601
1635400,553601
1635500,553601
1635600,553601
1635700,553601
1635800,553601
1635901,553601
1635902,553601
1635903,553601
1636000,553601
1636102,553601
1636103,553601
1636104,553601
1636201,553601
1636203,553601
1636204,553601
1636302,553601
1636303,553601
1636304,553601
1636400,553601
1636500,553601
1636600,553601
1636700,553601
1636801,553601
1636802,553601
1636900,553601
1637000,553601
1637100,553400
1637200,553400
1637300,553400
1637400,553400
1637500,553400
1637600,553400
1637700,553500
1637800,553500
1637900,553500
1638000,553500
1638100,553500
1638200,553500
1638301,553500
1638302,553500
1638400,553500
1638500,553500
1638600,553500
1638700,553500
1638800,553500
1638900,553500
1639000,553500
1639100,553500
1639200,553500
1639300,553500
1639400,553500
1639500,553500
1639600,553500
1639700,553500
1639800,553500
1639900,553500
1640000,553500
1640100,553500
1640201,553500
1640202,553500
1640300,553500
1640400,553500
1640500,553500
1640600,553500
1640700,553500
1640800,553500
1640900,554010
1641000,554010
1641100,554010
1641200,554010
1641300,554010
1641400,554010
1641500,554010
1641600,554010
1641700,554010
1641801,554010
1641802,554010
1641900,554010
1642000,554010
1642100,554010
1642200,554010
1642300,554010
1642400,554010
1642500,554010
1642600,554010
1642700,554020
1642800,554020
1642900,554020
1643000,554020
1643100,554020
1643200,554020
1643300,554020
1643400,554020
1643500,554020
1643600,554020
1643700,554020
1643800,554020
1643900,554020
1644000,554020
1644100,554020
1644200,554020
1644300,554020
1644400,554020
1644500,554020
1644600,554020
1644700,554020
1644800,554020
1644900,554020
1645000,554020
1645100,554020
1645200,554020
1645300,554020
1645400,554020
1645500,554020
1645600,554020
1645700,554020
1645800,554010
1645900,554010
1646000,554010
1646100,554020
1646200,554020
1646300,554020
1646400,554020
1646500,554020
1646600,554020
1646700,554020
1646800,554020
1646900,554020
1647000,554020
1647101,554010
1647102,554010
1647200,554010
1647300,554010
1647400,554010
1647500,554010
1647600,554010
1647700,554010
1647800,554010
1647900,554010
1648000,554010
1648100,554010
1648200,554020
1648300,554020
1648400,554020
1648500,554020
1648600,554010
1648700,554010
1648800,554010
1648900,554010
1649000,554010
1649100,554010
1649200,554010
1649300,554010
1649400,554010
1649500,554010
1649600,554010
1649700,554010
1649800,554111
1649900,554111
1650000,554111
1650101,554020
1650102,554111
1650200,554111
1650301,554020
1650302,554111
1650400,554111
1650500,554111
1650600,554120
1650700,554120
1650801,554120
1650803,554120
1650804,554120
1650900,554120
1651001,554113
1651002,554010
1651003,554010
1651100,554113
1651200,554120
1651300,554120
1651400,554120
1651500,554120
1651600,554120
1651700,554120
1651800,554120
1651900,554120
1652000,554120
1652100,554120
1652200,554120
1652300,554120
1652400,554113
1652500,554113
1652600,554113
1652700,554113
1652800,554113
1652901,554113
1652902,554113
1653000,553900
1653100,553900
1653200,553900
1653300,553900
1653400,553900
1653500,553900
1653601,554114
1653602,554114
1653701,554115
1653702,554115
1653803,554115
1653804,554115
1653806,554115
1653807,554115
1653808,554115
1653901,554114
1653902,554115
1654000,554114
1654101,554113
1654102,554010
1654200,554114
1654300,554114
1654400,554114
1654500,554114
1654600,554130
1654700,554130
1654800,554130
1654900,554130
1655000,554130
1655100,554130
1655200,554130
1655300,554130
1655400,554130
1655500,554130
1655600,554130
1655700,554130
1655800,554130
1655900,554130
1656000,554130
1656100,554130
1656200,554130
1656300,553800
1656400,553800
1656500,553800
1656600,553800
1656700,553800
1656800,553800
1656900,553800
1657000,553800
1657100,553800
1657200,553800
1657300,553800
1657400,553700
1657500,553700
1657600,553700
1657700,553700
1657800,553700
1657901,553700
1657902,553700
1658000,553700
1658100,553700
1658200,553700
1658300,553700
1658400,553700
1658500,553700
1658601,553700
1658602,553700
1658700,553700
1658800,553700
1658900,553700
1659000,553700
1659100,553700
1659200,553700
1659300,553700
1659400,553700
1659500,553700
1659600,553700
1659700,553700
1659801,553700
1659802,553700
1659901,553700
1659902,553700
1660000,553700
1660100,553700
1660200,553700
1660300,553700
1660400,553700
1660500,553700
1660600,554700
1660700,554700
1660800,554700
1660900,554700
1661000,554700
1661100,554700
1661200,554700
1661300,554700
1661400,554700
1661500,554700
1661600,554700
1661700,554700
1661800,554700
1661900,554700
1662000,554700
1662100,554700
1662200,554700
1662300,554700
1662400,554700
1662500,554700
1662600,554700
1662700,554700
1662800,554700
1662900,554700
1663000,554700
1663100,554700
1663200,554300
1663300,554300
1663400,554800
1663500,554800
1663600,554800
1663700,554800
1663800,554800
1663900,554800
1664000,554800
1664100,554800
1664200,554800
1664300,554800
1664400,554800
1664500,554400
1664600,554500
1664700,554400
1664800,554400
1664900,554400
1665000,554400
1665100,554400
1665200,554400
1665300,554400
1665400,554400
1665500,554400
1665600,554400
1665700,554400
1665800,554400
1665900,554400
1666000,554400
1666100,554400
1666200,554400
1666300,554400
1666400,554400
1666500,554400
1666600,554400
1666700,554400
1666800,554400
1666900,554400
1667000,554400
1667100,554500
1667200,554400
1667300,554400
1667400,554400
1667500,554500
1667600,554500
1667700,554400
1667800,554400
1667900,554400
1668000,554500
1668100,554500
1668200,554500
1668300,554500
1668400,554500
1668500,554500
1668600,554500
1668700,554500
1668800,554500
1668900,554500
1669000,554500
1669100,554500
1669200,554500
1669300,554400
1669400,554400
1669500,554400
1669601,554500
1669602,554500
1669700,554500
1669800,554500
1669900,554500
1670000,554500
1670100,554500
1670200,554500
1670300,554500
1670400,554500
1670500,554500
1670600,554400
1670700,554500
1670801,554500
1670802,554500
1670900,554500
1671000,554500
1671200,554900
1671300,554900
1671400,554900
1671500,554900
1671600,554900
1671701,554900
1671702,554900
1671800,554900
1671900,554900
1672000,554900
1672100,554900
1672200,554900
1672301,554900
1672302,554900
1672400,554900
1672500,554900
1672600,554900
1672701,554900
1672702,554900
1672801,554900
1672802,554900
1672900,554900
1673000,554900
1673100,554900
1673200,554900
1673301,554900
1673302,554900
1673400,554900
1673500,554900
1673600,554900
1673700,554900
1673801,554900
1673802,554900
1673900,554900
1674000,554900
1674100,554900
1674201,554900
1674202,554900
1674301,554900
1674302,554900
1674400,554900
1674500,554900
1674600,554900
1674700,554900
1674800,554900
1674900,555100
1675000,555100
1675100,555100
1675200,555100
1675300,555100
1675400,555100
1675500,555100
1675600,555100
1675700,555100
1675800,555100
1675900,555100
1676000,555000
1676100,555000
1676200,555000
1676300,555000
1676401,555000
1676402,555000
1676403,555000
1676404,555000
1676501,555000
1676502,555000
1676600,555000
1676700,555000
1676800,555000
1676900,555000
1677000,555000
1677101,555000
1677102,555000
1677200,555000
1677300,555000
1677400,555000
1677500,555000
1677600,555000
1677700,555000
1677800,554900
1677900,554900
1678000,554900
1678100,554900
1678200,554900
1678300,555400
1678400,555400
1678501,555400
1678502,555400
1678600,555400
1678700,555400
1678800,554500
1678900,555400
1679000,555400
1679100,555400
1679200,555400
1679300,554500
1679400,555400
1679500,555400
1679601,554500
1679602,555400
1679700,555300
1679800,555300
1679901,555300
1679902,555300
1679903,555300
1680001,555300
1680002,555300
1680003,555300
1680101,555300
1680102,555300
1680103,555300
1680200,555300
1680300,555300
1680400,555400
1680501,555400
1680502,555400
1680503,555400
1680600,555400
1680701,555400
1680702,555400
1680801,555400
1680802,555400
1680900,555300
1681000,555300
1681100,555300
1681200,555400
1681300,555400
1681400,555400
1681500,555300
1681600,555300
1681701,555300
1681702,555700
1681801,555300
1681802,555300
1681803,555300
1681804,555300
1681805,555300
1681806,555300
1681807,555300
1681900,555300
1682000,555300
1682102,555700
1682104,555900
1682106,555900
1682107,556100
1682109,555300
1682110,555300
1682111,555700
1682112,555700
1682113,555900
1682114,555900
1682115,556100
1682116,556100
1682202,555200
1682203,555300
1682205,555300
1682206,555300
1682207,555300
1682208,555300
1682300,555400
1682400,555200
1682501,555200
1682502,555200
1682600,555200
1682701,555200
1682702,555200
1682800,555200
1682901,555200
1682902,555200
1683000,555200
1683100,555200
1683200,558300
1683300,558300
1683400,558300
1683500,558300
1683600,558300
1683700,558300
1683800,558300
1683900,558300
1684000,558300
1684100,558300
1684200,558300
1684300,558300
1684400,558300
1684500,558300
1684600,558300
1684700,558300
1684801,558200
1684802,558200
1684900,558300
1685000,558300
1685100,558300
1685202,558200
1685203,557600
1685204,557600
1685301,558200
1685302,558200
1685303,558200
1685400,558300
1685500,558300
1685600,558300
1685700,558300
1685800,558300
1685901,557900
1685903,558200
1685904,558200
1686000,558200
1686100,558300
1686200,558300
1686300,558300
1686400,558300
1686500,558300
1686600,558300
1686700,558300
1686800,558300
1686900,558300
1687000,558300
1687100,558300
1687202,558200
1687205,558200
1687206,558200
1687207,558200
1687208,558200
1687301,558200
1687302,558200
1687303,558200
1687304,558200
1687400,558300
1687500,558300
1687601,558300
1687602,558300
1687700,558300
1687800,558300
1687900,558300
1688000,558300
1688100,558300
1688200,558300
1688301,558300
1688302,558300
1688400,558100
1688500,558100
1688600,558100
1688700,558100
1688800,557600
1688900,557600
1689000,557600
1689100,557600
1689200,557600
1689300,557600
1689400,557600
1689501,557600
1689502,557600
1689503,557600
1689504,557600
1689600,557600
1689700,557600
1689800,557600
1689900,557600
1690000,557600
1690100,557600
1690201,557600
1690202,557600
1690300,557600
1690400,557600
1690500,557600
1690600,557500
1690700,557500
1690800,557500
1690900,557500
1691000,557500
1691100,557500
1691200,557500
1691300,557500
1691401,557500
1691402,557500
1691500,557500
1691600,557500
1691700,557500
1691800,557500
1691900,557500
1692000,557500
1692100,557500
1692200,557500
1692300,557500
1692400,557500
1692500,557700
1692600,557700
1692700,557700
1692800,557700
1692900,557700
1693000,557700
1693100,557700
1693200,557700
1693300,557700
1693400,557700
1693500,557700
1693600,557700
1693700,557700
1693800,557700
1693900,557700
1694001,557700
1694002,557700
1694003,557700
1694100,557700
1694200,557700
1694300,557700
1694400,557700
1694500,557700
1694600,557700
1694700,557700
1694800,557700
1694900,557800
1695000,557800
1695100,557800
1695200,557800
1695300,557800
1695401,557800
1695402,557800
1695500,557900
1695600,557900
1695700,557900
1695800,557900
1695900,557900
1696000,557900
1696100,557900
1696200,557900
1696300,557900
1696400,557900
1696500,557900
1696600,557900
1696700,557900
1696800,557100
1696900,557100
1697000,557100
1697100,557100
1697200,557100
1697300,557100
1697400,557100
1697500,557100
1697600,557100
1697700,557100
1697800,557100
1697900,557100
1698000,557100
1698100,557100
1698200,557100
1698300,557100
1698400,557100
1698500,557100
1698600,557100
1698700,557100
1698800,557100
1698900,557100
1699000,557100
1699100,557100
1699200,557100
1699300,557100
1699400,557100
1699500,557100
1699600,557100
1699700,556900
1699800,556900
1699900,556900
1700000,556900
1700100,556900
1700200,556900
1700300,556900
1700400,556900
1700500,556900
1700600,556900
1700700,556900
1700800,556900
1700900,556900
1701000,556900
1701100,556900
1701200,556900
1701300,556900
1701400,556900
1701500,556900
1701600,556900
1701700,556900
1701800,556800
1701900,556800
1702000,556800
1702100,556800
1702200,556800
1702300,556800
1702400,556800
1702500,556800
1702600,556800
1702700,556800
1702800,556800
1702900,556800
1703000,556800
1703100,556800
1703200,556800
1703300,556800
1703400,556800
1703500,556800
1703600,556800
1703700,556800
1703800,556800
1703900,556800
1704000,556800
1704100,556800
1704200,556800
1704300,556800
1704400,556800
1704500,556800
1704600,556800
1704700,556800
1704800,556800
1704900,556800
1705000,556800
1705100,556800
1705200,556800
1705300,556800
1705400,556800
1705500,556800
1705600,557200
1705700,557200
1705801,557200
1705802,557200
1705803,557200
1705900,557200
1706000,557200
1706100,557200
1706200,557200
1706300,557200
1706400,557200
1706500,557200
1706600,557200
1706700,557200
1706800,557200
1706900,557200
1707000,557200
1707100,557200
1707200,557200
1707300,557200
1707400,557300
1707500,557300
1707600,557300
1707701,557300
1707702,557300
1707800,557300
1707900,557300
1708000,557300
1708100,557300
1708200,557300
1708300,557300
1708400,557300
1708500,557300
1708600,557300
1708700,557300
1708800,557300
1708900,557300
1709000,557300
1709100,557300
1709200,557300
1709300,557300
1709400,557300
1709500,557300
1709600,557400
1709700,557400
1709800,557400
1709900,557400
1710000,557400
1710100,557400
1710200,557400
1710300,557400
1710400,557400
1710500,557400
1710600,557400
1710700,557400
1710800,557400
1710901,557400
1710902,557400
1711000,557400
1711100,557400
1711200,557400
1711300,557400
1711400,557400
1711500,555700
1711600,555700
1711700,555700
1711800,555700
1711900,555700
1712000,555700
1712100,555700
1712200,555700
1712300,555700
1712400,555700
1712500,555700
1712600,555700
1712700,555700
1712800,555700
1712900,555700
1713000,555700
1713100,555700
1713200,555700
1713300,555700
1713400,555700
1713500,555700
1713600,555800
1713700,555800
1713800,555800
1713900,555800
1714000,555800
1714100,555800
1714200,555800
1714300,555800
1714400,555800
1714500,555800
1714600,555800
1714700,555800
1714800,555800
1714900,555800
1715000,555800
1715100,555800
1715200,555800
1715300,555800
1715400,555900
1715500,555900
1715600,555900
1715700,555900
1715800,555900
1715900,555900
1716000,555900
1716100,555900
1716201,555900
1716202,555900
1716300,556000
1716400,556000
1716500,556000
1716601,556000
1716602,556000
1716700,556400
1716800,556400
1716900,556400
1717000,556400
1717100,556400
1717200,556400
1717300,556400
1717400,556400
1717500,556400
1717600,556400
1717700,556400
1717800,556400
1717900,556400
1718000,556400
1718100,556400
1718200,556400
1718300,556400
1718400,556100
1718500,556100
1718600,556100
1718700,556100
1718800,556100
1718901,556100
1718902,556100
1718903,556100
1719000,556100
1719100,556100
1719200,556100
1719300,556100
1719400,556100
1719500,556100
1719600,556100
1719700,556500
1719800,556500
1719900,556500
1720000,556500
1720100,556500
1720200,556500
1720300,556500
1720400,556500
1720500,556500
1720601,556600
1720603,556600
1720604,556600
1720605,556600
1720700,556600
1720802,556600
1720803,556600
1720804,556600
1720805,556600
1720901,556600
1720902,556600
1721000,556600
1721100,556600
1721200,556700
1721301,556700
1721302,556700
1721400,556700
1721500,556700
1721600,556700
1721701,556700
1721702,556700
1721801,556700
1721802,556700
1721900,556700
1722000,556700
1722100,556700
1722200,556700
1722300,556700
1722400,556700
1722500,556700
1722600,556700
1722700,556700
1722800,556300
1722900,556300
1723000,556300
1723100,556300
1723200,556300
1723300,556300
1723400,556300
1723500,556300
1723600,556300
1723700,556300
1723800,556300
1723900,556300
1724000,556200
1724100,556200
1724200,556200
1724300,556200
1724400,556200
1724500,556200
1724600,556200
1724700,556200
1724800,556200
1724900,556200
1725000,556200
1725100,556200
1725200,556200
1725300,556200
1725400,556200
1725500,556200
1725600,556200
1725700,556200
1725800,556200
1725900,556200
1726000,556200
1726100,556200
1726200,556200
1726300,556200
1726400,556200
1726500,556200
1726600,556200
1726700,556200
1726800,557000
1726901,557000
1726902,557000
1726903,557000
1727000,557000
1727100,557000
1727200,557000
1727300,557000
1727400,557000
1727500,557000
1727700,559220
1727800,559220
1727901,559220
1727902,559220
1727903,559220
1728000,559220
1728100,559220
1728201,559220
1728202,559220
1728301,559220
1728302,559220
1728400,559220
1728500,558700
1728600,558700
1728700,558700
1728800,558700
1728900,558700
1729000,558700
1729100,559220
1729200,559220
1729300,559220
1729400,559220
1729500,559220
1729600,559220
1729700,559220
1729800,559220
1729900,559220
1730000,559220
1730100,559220
1730200,559220
1730300,559220
1730400,559230
1730500,559230
1730600,559230
1730701,559230
1730702,559230
1730800,559230
1730900,559230
1731001,559500
1731002,559230
1731101,559500
1731102,559500
1731200,559230
1731300,559230
1731400,559230
1731501,559500
1731502,559230
1731600,559500
1731700,559230
1731800,559230
1731900,559230
1732000,559230
1732100,559230
1732200,559230
1732300,559230
1732400,559230
1732500,559230
1732601,559230
1732602,559230
1732603,559230
1732700,559230
1732800,559230
1732900,559230
1733000,559230
1733100,559230
1733200,559230
1733300,559230
1733400,559230
1733500,559230
1733600,559230
1733700,559230
1733800,559230
1733900,559230
1734000,558800
1734100,558800
1734200,558800
1734300,558800
1734400,558800
1734500,559230
1734600,559230
1734701,559230
1734702,559240
1734800,559230
1734901,559500
1734902,559500
1735001,559500
1735002,559500
1735100,559500
1735200,559500
1735300,559500
1735400,559500
1735500,559500
1735600,559500
1735700,559500
1735800,559500
1735900,559500
1736000,559500
1736100,559500
1736200,559500
1736300,559500
1736400,559500
1736500,559500
1736600,559500
1736700,559500
1736800,559500
1736900,559500
1737000,559500
1737100,559500
1737200,559500
1737300,559500
1737400,559500
1737500,559500
1737600,559500
1737700,559500
1737800,559500
1737900,559500
1738000,559500
1738100,559500
1738200,559500
1738300,559500
1738400,559500
1738500,559500
1738600,559500
1738700,559500
1738800,559500
1738900,559500
1739000,559500
1739100,559500
1739200,559500
1739300,559500
1739400,559500
1739500,559500
1739600,559500
1739700,559500
1739800,559500
1739900,559500
1740000,559500
1740100,559230
1740200,559230
1740300,559230
1740400,559230
1740500,559230
1740600,559230
1740700,559230
1740800,559230
1740900,559230
1741000,559230
1741100,559230
1741200,559230
1741300,559230
1741400,559230
1741500,559230
1741600,559230
1741700,559230
1741800,559230
1741901,559230
1741902,559230
1742000,558900
1742100,558900
1742200,558900
1742300,558900
1742400,558900
1742500,558900
1742600,558900
1742700,558900
1742800,558900
1742900,558900
1743000,558900
1743100,558900
1743200,558900
1743300,558900
1743400,558900
1743501,558900
1743502,558900
1743600,558900
1743700,558900
1743800,558900
1743900,558900
1744000,558900
1744100,558900
1744200,558900
1744300,558900
1744400,558900
1744501,554900
1744503,559210
1744504,559210
1744601,559210
1744602,559000
1744700,559210
1744801,559210
1744802,559000
1744901,559000
1744902,545913
1745000,559210
1745100,559210
