"ClimateZone","Code","N_models","N_species","EI_min","EI_max","EI_count","GI_min","GI_max","GI_count","Latitude","Longitude","EI","GI","generations","CS","HS","DS","WS","EI_min_cor","EI_max_cor","EI_avg_cor","GI_min_cor","GI_max_cor","GI_avg_cor"
"Continental","536516","9.0","5.0","","","0.0","","","0.0","-37.725","176.275","22.2839","22.2839","1.78166666666667","0.0","0.0","0.0","199.8","0.0","56.19","22.2839","0.0","56.19","22.2839"
"Continental","536517","9.0","5.0","","","0.0","","","0.0","-37.725","176.275","22.2839","22.2839","1.78166666666667","0.0","0.0","0.0","199.8","0.0","56.19","22.2839","0.0","56.19","22.2839"
"Continental","536611","9.0","5.0","","","0.0","","","0.0","-37.575","175.925","26.5388333333333","26.5388333333333","1.98166666666667","0.0","0.0","0.0","199.8","0.0","59.938","26.5388333333333","0.0","59.938","26.5388333333333"
"Continental","536613","9.0","5.0","","","0.0","","","0.0","-37.675","175.975","17.8997333333333","17.8997333333333","1.72","0.0","0.0","0.0","199.8","0.0","55.153","17.8997333333333","0.0","55.153","17.8997333333333"
"Continental","536614","9.0","5.0","0.0","58.346","4.0","0.0","58.346","4.0","-37.525","175.875","17.2434666666667","17.2434666666667","1.60766666666667","0.0","0.0","0.0","199.8","0.0","58.346","20.6895333333333","0.0","58.346","20.6895333333333"
"Continental","536615","9.0","5.0","0.0","58.175","6.0","0.0","58.175","6.0","-37.625","175.875","17.6256","17.6256","1.66933333333333","0.0","0.0","0.0","199.8","0.0","58.175","16.0833611111111","0.0","58.175","16.0833611111111"
"Continental","536620","9.0","5.0","0.0","55.153","7.0","0.0","55.153","7.0","-37.725","175.975","11.9795666666667","11.9795666666667","1.41666666666667","0.0","0.0","0.0","199.8","0.0","55.153","12.3589142857143","0.0","55.153","12.3589142857143"
"Continental","536630","9.0","5.0","0.0","56.545","21.0","0.0","56.545","21.0","-37.875","176.075","5.88853333333333","6.02753333333333","1.369","0.0","0.0","0.0","202.8468","0.0","56.545","8.33865079365079","0.0","56.545","8.35029841269841"
"Continental","536641","9.0","5.0","0.0","57.445","2.0","0.0","57.445","2.0","-37.775","176.175","14.1569666666667","14.1569666666667","1.60233333333333","0.0","0.0","0.0","199.8","0.0","57.445","17.2596","0.0","57.445","17.2596"
"Continental","536642","9.0","5.0","0.0","57.913","8.0","0.0","57.913","8.0","-37.825","176.275","16.5931666666667","16.5931666666667","1.617","0.0","0.0","0.0","199.8","0.0","57.913","17.1103708333333","0.0","57.913","17.1103708333333"
"Continental","536651","9.0","5.0","0.0","55.922","1.0","0.0","55.922","1.0","-37.825","176.425","26.9228333333333","26.9228333333333","1.823","0.0","0.0","0.0","199.8","0.0","55.922","26.9228333333333","0.0","55.922","26.9228333333333"
"Continental","536653","9.0","5.0","0.0","56.25","8.0","0.0","56.25","8.0","-37.875","176.325","15.9286666666667","15.9286666666667","1.527","0.0","0.0","0.0","199.8","0.0","56.25","19.5665541666667","0.0","56.25","19.9926041666667"
"Continental","536654","9.0","5.0","0.0","57.564","15.0","0.0","57.564","15.0","-37.875","176.475","19.5963666666667","19.5963666666667","1.73033333333333","0.0","0.0","0.0","199.8","0.0","57.564","19.4738311111111","0.0","57.564","19.6676844444444"
