Code,AU2013_NAM,area,area_sqkm
581500,Kaikoura Rural,2039972858,2039.9728500000
581601,Golden Bay,-1719100317,2575.8669700000
581602,Takaka,12339051,12.3390513000
581713,Glenduan,10992677,10.9926772000
581715,Ngawhatu,6233337,6.2333371700
581717,Aniseed Hill,14274364,14.2743640000
581720,Hope,8117217,8.1172165600
581721,Saxton Island,126876,0.1268759700
581723,Saxton,1906379,1.9063792000
581724,Best Island,1330790,1.3307897600
581725,Bell Island,1568632,1.5686320600
581726,Ranzau,21286617,21.2866171000
581811,Richmond Hill,43514994,43.5149941000
581812,Whangamoa,338772830,338.7728290000
581822,Brightwater,5361085,5.3610850500
581823,Wakefield,6960716,6.9607158500
581825,Mapua,8883348,8.8833483700
581832,Kaiteriteri,133608397,133.6083960000
581833,Motueka Outer,553178859,553.1788580000
581834,Rabbit Island,13007270,13.0072704000
581836,Wai-Iti,978900436,978.9004360000
581841,Golden Downs,1490060551,1490.0605500000
581842,Lake Rotoroa,-601099018,3693.8682700000
581843,Murchison,25406676,25.4066762000
581844,Tapawera,12044424,12.0444236000
581850,Riwaka,9967410,9.9674104300
582000,Clifton,9478260,9.4782595900
582100,Atawhai,7429711,7.4297106800
582200,Port Nelson,1158174,1.1581735000
582300,The Wood,1256885,1.2568849900
582401,Britannia,870706,0.8707064600
582402,Washington,1239340,1.2393403900
582500,Trafalgar,927806,0.9278064200
582600,Maitai,2341861,2.3418612900
582700,Kirks,439057,0.4390571900
582800,Bronte,932147,0.9321467700
582900,Atmore,6046727,6.0467273100
583000,Tahunanui,1663138,1.6631378200
583100,Tahuna Hills,2054221,2.0542207200
583201,Toi Toi,1822438,1.8224379300
583202,Broads,629901,0.6299006100
583300,Grampians,4636870,4.6368699800
583400,The Brook,6406145,6.4061453800
583500,Nelson Airport,3279120,3.2791200600
583600,Nayland,466516,0.4665160700
583700,Enner Glynn,5483581,5.4835808600
583800,Maitlands,1062258,1.0622581600
583900,Isel Park,5473149,5.4731492700
584000,Langbein,1272853,1.2728531200
584201,Richmond East,6653833,6.6538330400
584202,Richmond West,7038589,7.0385888000
584301,Motueka West,18194871,18.1948707000
584303,Motueka East,7641354,7.6413543800
584305,Jackett Island,657392,0.6573921700
584402,Karamea,65171569,65.1715691000
584403,Hector-Ngakawau,2532572,2.5325715500
584404,Granity,4700527,4.7005266700
584405,Orowaiti,4432241,4.4322408800
584407,Little Wanganui,2130624727,2130.6247200000
584408,Mokihinui,932633140,932.6331390000
584409,Buller Coalfields,492382698,492.3826980000
584410,Westport Rural,545337814,545.3378130000
584411,Charleston,560851301,560.8513010000
584412,Inangahua Junction,412431400,412.4313990000
584500,Westport Urban,4513468,4.5134682400
584600,Reefton,2013569,2.0135686000
584701,Inangahua Valley,1029280516,1029.2805100000
584702,Mawheraiti,678540821,678.5408210000
584703,Maruia,1076069603,1076.0696000000
584800,Karoro,2808713,2.8087133200
584911,Kaiata,14671194,14.6711936000
584912,South Beach-Camerons,11716981,11.7169807000
584922,Blackball,18609215,18.6092147000
584923,Point Elizabeth,15410305,15.4103051000
584930,Dobson,23312752,23.3127519000
584931,Barrytown,195389688,195.3896880000
584932,Coal Creek,79176934,79.1769343000
584933,Atarau,410591346,410.5913460000
584934,Greymouth Rural,52498994,52.4989939000
584935,Marsden-Hohonu,404490205,404.4902050000
584936,Arnold Valley,132033390,132.0333890000
584937,Nelson Creek-Ngahere,507671519,507.6715190000
584938,Ahaura,456078348,456.0783480000
584939,Lake Brunner,622053023,622.0530230000
584940,Haupiri,547668293,547.6682930000
585000,Runanga-Rapahoe,7763710,7.7637095200
585110,Cobden,4017904,4.0179044900
585120,Blaketown,1570964,1.5709643400
585130,Greymouth Central,2621398,2.6213980500
585140,Greymouth South,5296747,5.2967466000
585306,Kumara,3533722,3.5337217300
585307,Kaniere,2949099,2.9490989300
585309,Ross,8709184,8.7091836200
585311,Harihari,145651097,145.6510960000
585312,Franz Josef,42711158,42.7111582000
585313,Fox Glacier,55435541,55.4355412000
585314,Taramakau,378734294,378.7342930000
585315,Otira,458081147,458.0811470000
585316,Waimea-Arahura,182148133,182.1481320000
585317,Hokitika Rural,151428363,151.4283620000
585318,Hokitika Valley,869116385,869.1163840000
585319,Totara River,317579955,317.5799540000
585320,Waitaha,1173666651,1173.6666500000
585321,Whataroa,990628025,990.6280240000
585322,Waiho,483043151,483.0431510000
585323,Karangarua,1186233984,1186.2339800000
585324,Bruce Bay-Paringa,1306169826,1306.1698200000
585325,Haast,-192035551,4102.9317400000
585400,Hokitika Urban,3909856,3.9098562800
585502,Hanmer Springs,4230760,4.2307603500
585504,Culverden,22690206,22.6902063000
585505,Waiau,972522,0.9725216100
585506,Amuri,-122363361,4172.6039300000
585601,Parnassus,992300645,992.3006440000
585602,Cheviot,2229453,2.2294525400
585700,Hurunui,-1829802304,2465.1649900000
585802,Amberley,3057615,3.0576149400
585803,Leithfield,456238506,456.2385060000
585805,Sefton,34415600,34.4156004000
585806,Okuku,545254240,545.2542400000
585807,Loburn,94569321,94.5693205000
585808,Ashley,47347042,47.3470422000
586001,Camside,6736214,6.7362140400
586002,Pines-Kairaki Beach,1474490,1.4744895700
586112,Waikuku,1298640,1.2986395800
586114,Cust,19479791,19.4797909000
586115,Mairaki,59103729,59.1037290000
586120,Woodend,2521839,2.5218385400
586121,Fernside,72819407,72.8194065000
586122,Lehmans,3178803,3.1788030400
586124,Pegasus,8959273,8.9592731800
586126,Woodend Beach,11478052,11.4780518000
586127,Coldstream,26044333,26.0443331000
586128,Ravenswood,1601865,1.6018648500
586129,Tuahiwi,27799639,27.7996390000
586130,Woodend West,965051,0.9650511300
586303,Rangiora East,3328735,3.3287345000
586304,Southbrook,3116159,3.1161588900
586305,Kingsbury,2374686,2.3746859100
586306,Rangiora North,2894326,2.8943261500
586307,Rangiora West,1050198,1.0501982000
586308,Rangiora Central,886814,0.8868141800
586403,Kaiapoi South,1320913,1.3209134100
586404,Mansfield,875175,0.8751749300
586405,Courtenay,767708,0.7677080500
586407,Kaiapoi East,998504,0.9985043700
586408,Kaiapoi North West,3059226,3.0592262700
586409,Kaiapoi North East,4208419,4.2084189900
586501,Clarkville,24457095,24.4570947000
586503,Kaiapoi West,425441,0.4254412300
586504,Silverstream,970705,0.9707045100
586603,Mandeville,87559600,87.5596004000
586604,Ohoka,24289259,24.2892591000
586605,West Eyreton,98231404,98.2314041000
586606,Eyrewell,183104112,183.1041110000
586801,Ashley Gorge,797546908,797.5469080000
586802,Oxford,10912422,10.9124215000
586900,Darfield,3372194,3.3721939100
587010,Kirwee,465459263,465.4592630000
587020,Burnham Military Camp,1493669,1.4936693900
587100,Malvern,284155488,4579.1227800000
587302,Halswell South,1284712,1.2847122500
587303,Oaklands West,1663865,1.6638649000
587304,Oaklands East,1325936,1.3259364700
587400,Hornby North,2946024,2.9460236100
587500,Hornby South,1962570,1.9625700000
587701,Sockburn,2741015,2.7410151000
587702,Wigram,7128417,7.1284170100
587811,Yaldhurst,21266371,21.2663713000
587812,Broomfield,2461038,2.4610379100
587821,Paparua,23380166,23.3801661000
587822,Templeton,898608,0.8986075300
587830,Islington,9220097,9.2200967200
587842,Halswell West,8366401,8.3664014700
587844,Westmorland,1842630,1.8426295700
587845,Aidanfield,1682256,1.6822564400
587846,Halswell Domain,983659,0.9836587600
587847,Hendersons Basin,5977352,5.9773523800
587848,Prebbleton,1966206,1.9662057100
587849,Trents-Ladbrooks,31765880,31.7658795000
587902,Mcleans Island,60139058,60.1390577000
587903,Kennedys Bush,14946768,14.9467683000
587904,West Melton,256641424,256.6414230000
587905,Taitapu,7687511,7.6875105300
588101,Redwood North,1516264,1.5162639000
588102,Redwood South,2118428,2.1184278400
588200,Styx Mill,1339041,1.3390411800
588300,Casebrook,1038325,1.0383253100
588401,Belfast South,2201266,2.2012663100
588402,Sawyers Arms,9202155,9.2021551400
588500,Bishopdale North,4010196,4.0101962200
588600,Harewood,2320551,2.3205514900
588700,Bishopdale,952471,0.9524707900
588800,Russley,2531844,2.5318439700
588900,Burnside,1128079,1.1280791800
589000,Wairarapa,798693,0.7986929700
589100,Jellie Park,948762,0.9487622200
589200,Bryndwr,1207715,1.2077146000
589300,Holmwood,1093469,1.0934689900
589400,Fendalton,1645183,1.6451826600
589500,Deans Bush,925270,0.9252697100
589601,Hawthornden,2298573,2.2985727400
589602,Merrin,537705,0.5377048900
589700,Westburn,1011712,1.0117123300
589800,Avonhead West,999214,0.9992135300
589900,Avonhead,1165596,1.1655957100
590000,Ilam,1456223,1.4562233600
590100,Upper Riccarton,964905,0.9649048000
590200,Wharenui,838999,0.8389985300
590300,Middleton,4786988,4.7869882000
590400,Belfast,23518331,23.5183314000
590501,Travis Wetland,3519199,3.5191986200
590504,Mairehau North,1831989,1.8319891500
590505,Westhaven,1035517,1.0355166600
590506,Highfield Park,6086499,6.0864994900
590507,Prestons,5867105,5.8671045700
590602,Parklands,1564083,1.5640829400
590603,Waimairi Beach,1768410,1.7684104800
590604,Styx,39439546,39.4395461000
590701,Mona Vale,935984,0.9359843100
590702,Riccarton West,622522,0.6225224000
590800,Riccarton,1089512,1.0895120200
590900,Riccarton South,797598,0.7975976600
591101,Cashmere West,8739621,8.7396212900
591102,Cashmere East,6416735,6.4167346200
591200,Rapaki Track,9410220,9.4102199300
591300,Heathcote Valley,7368140,7.3681399700
591500,Cathedral Square,2205042,2.2050424100
591600,Hagley Park,2711554,2.7115536700
591700,Avon Loop,1422978,1.4229777500
591800,Northcote,1152728,1.1527281400
591900,Papanui,1363541,1.3635413500
592000,Aorangi,1889242,1.8892417000
592100,Strowan,1596567,1.5965671900
592200,Merivale,978989,0.9789889100
592300,Rutland,1813320,1.8133197000
592401,St Albans West,681285,0.6812854400
592402,St Albans East,1312663,1.3126628100
592500,Mairehau,946501,0.9465011200
592600,Edgeware,1014540,1.0145400000
592701,Shirley West,1527481,1.5274810200
592702,Shirley East,1615399,1.6153994900
592811,Burwood,1588995,1.5889946000
592812,Dallington,1325392,1.3253923500
592820,Travis,1376341,1.3763407700
592900,Avondale,1962810,1.9628103700
593000,Wainoni,1504104,1.5041039300
593100,Aranui,1628057,1.6280566100
593200,Richmond North,1186854,1.1868541500
593300,Richmond South,782461,0.7824614700
593400,Avonside,1340888,1.3408884400
593501,Linwood,1077759,1.0777585200
593502,Phillipstown,1284289,1.2842893800
593600,Linwood North,857570,0.8575696400
593700,Linwood East,896455,0.8964545400
593800,Bexley,2775426,2.7754262900
593900,Bromley,7487261,7.4872606000
594010,Woolston West,1295393,1.2953928700
594020,Ferrymead,2056247,2.0562468800
594100,Woolston South,1697052,1.6970523600
594200,Ensors,1368190,1.3681900800
594300,Opawa,1991412,1.9914121100
594400,St Martins,1871744,1.8717438400
594500,Waltham,861070,0.8610701700
594600,Sydenham,2792944,2.7929437400
594700,Addington,1062725,1.0627251900
594800,Barrington North,1847605,1.8476051500
594900,Barrington South,1169786,1.1697859400
595000,Spreydon,1198652,1.1986521100
595100,Hoon Hay,1047532,1.0475321100
595200,Hoon Hay South,708235,0.7082345300
595300,Hillmorton,1663525,1.6635245500
595400,Somerfield,1229320,1.2293202200
595500,Beckenham,876725,0.8767254700
595600,North Beach,2160205,2.1602051300
595700,Rawhiti,2675570,2.6755704400
595800,New Brighton,1398256,1.3982559900
595900,South Brighton,2806195,2.8061948800
596000,Mt Pleasant,4388868,4.3888680300
596102,Moncks Bay,6190736,6.1907357100
596200,Sumner,9314946,9.3149460600
596400,Lyttelton,14424345,14.4243452000
596502,Diamond Harbour,44215848,44.2158477000
596503,Governors Bay,25096927,25.0969269000
596504,Quail Island,803898,0.8038975900
596600,Port Levy,78901388,78.9013876000
596800,Akaroa,1763546,1.7635459000
596901,Akaroa Harbour,162447724,162.4477230000
596902,Banks Peninsula Eastern Bays,273554088,273.5540880000
597000,Chatham Islands,808302126,808.3021260000
597101,Little River,377854853,377.8548530000
597102,Inland Water-Lake Ellesmere South,63304889,63.3048888000
597200,Lincoln,13276786,13.2767862000
597300,Leeston,1900397,1.9003965700
597400,Southbridge,2219486,2.2194860200
597503,Dunsandel,9577365,9.5773647900
597505,Inland Water-Lake Ellesmere North,135032694,135.0326930000
597506,Selwyn-Rakaia,829221705,829.2217050000
597507,Rolleston North West,1505880,1.5058796200
597508,Rolleston Central,1602822,1.6028221800
597509,Rolleston North East,1162379,1.1623785800
597510,Rolleston South West,1856624,1.8566237600
597512,Springston,194153877,194.1538770000
597513,Rolleston South East,13519249,13.5192485000
597600,Methven,4037996,4.0379959700
597712,Plains Railway,28685778,28.6857778000
597713,Ashburton North,7233274,7.2332740400
597714,Fairton,15248894,15.2488941000
597715,Ashburton East,7867747,7.8677472500
597720,Mt Somers,-286616224,4008.3510700000
597730,Hinds,1311445305,1311.4453000000
597741,Chertsey,785898935,785.8989350000
597742,Rakaia,7129573,7.1295728800
597811,Allenton West,2926316,2.9263164900
597812,Allenton East,2173321,2.1733213500
597820,Ashburton Central West,2131505,2.1315053800
597830,Netherby,1093246,1.0932464100
597840,Ashburton Central East,1438554,1.4385535700
597850,Hampstead,1440997,1.4409968300
597860,Tinwald,2426042,2.4260416200
598000,Winchester,679069,0.6790689100
598201,Fairview-Scarborough,21633788,21.6337880000
598202,Otipua Creek-Washdyke Flat,28127504,28.1275042000
598311,Ben Mcleod,821687933,821.6879330000
598312,Orari,1196889693,1196.8896900000
598313,Levels,623816027,623.8160260000
598314,Pareora,4328990,4.3289896600
598320,Pleasant Point,3646435,3.6464345600
598500,Geraldine,3031819,3.0318185300
598600,Temuka,4673882,4.6738816100
598700,Washdyke,5481249,5.4812490100
598800,Waimataitai,1033300,1.0333000600
598900,Marchwiel,2170540,2.1705401800
599000,Maori Park,556361,0.5563606700
599100,Highfield,2242288,2.2422883200
599200,Glenwood,1049711,1.0497110700
599300,Gleniti,1990492,1.9904916800
599400,Fraser Park,1334712,1.3347121100
599500,Seaview,2297822,2.2978224900
599600,Watlington,1207127,1.2071268700
599700,Parkside,1573520,1.5735204200
599800,Timaru Gardens,1769573,1.7695730300
599900,Redruth,1353149,1.3531490100
600100,Twizel Community,12227069,12.2270693000
600200,Fairlie,1210214,1.2102137000
600312,Mt Cook,4357755,4.3577548400
600320,Lake Tekapo,4681529,4.6815292300
600321,Inland Water-Lake Alexandrina,6536323,6.5363227500
600322,Inland Water-Lake Tekapo,93864827,93.8648271000
600323,Mackenzie,-1270786129,7319.1484600000
600410,Waihao,-715670595,3579.2967000000
600420,St Andrews,589313,0.5893127900
600500,Waimate,3300831,3.3008311500
600600,Weston,929091,0.9290909800
600811,Pukeuri,15228988,15.2289875000
600812,Ardgowan,14828574,14.8285740000
600813,Cape Wanbrow,9083608,9.0836084500
600822,Duntroon,11027591,11.0275909000
600824,Kurow,3712450,3.7124501500
600826,Maheno,1747952367,1747.9523600000
600827,Omarama,41407749,41.4077493000
600828,Kakanui,6921869,6.9218685400
600830,Otematata,5500789,5.5007885600
600831,Aviemore,-112480902,4182.4863900000
600832,Inland Water-Lake Ohau,59816104,59.8161036000
600840,Hampden,2551399,2.5513990300
601010,Oamaru North,4222835,4.2228349800
601020,Orana Park,2407262,2.4072621100
601030,Oamaru Central,3013386,3.0133864100
601040,Oamaru South,3301367,3.3013672700
601200,Palmerston,3680757,3.6807565600
601301,Waihemo,766545675,766.5456740000
601302,Hyde,278479404,278.4794040000
601400,Waikouaiti,7326154,7.3261544600
601500,Aramoana,6177702,6.1777016500
601602,Waitati,2849721,2.8497209700
601603,Evansdale,522687962,522.6879620000
601604,Karitane,1905892,1.9058916400
601605,Warrington,7389233,7.3892326600
601700,Nenthorn,331785830,331.7858300000
601900,Fairfield,1809591,1.8095910500
602000,Brighton,2613417,2.6134166300
602100,Waldronville,251302,0.2513016400
602200,Outram,798254,0.7982540900
602300,Middlemarch,1054634,1.0546335000
602411,Wyllies Crossing,11291647,11.2916473000
602412,Wingatui,9240809,9.2408085100
602421,Kaikorai Hill,18171783,18.1717830000
602422,Saddle Hill,23762767,23.7627673000
602500,Taieri,647992774,647.9927740000
602600,Strath Taieri,1559664873,1559.6648700000
602800,Harbourside,1756908,1.7569078600
602900,Fernhill,1240727,1.2407266400
603000,High St-Stuart St,1133206,1.1332059200
603100,Stuart St-Frederick St,937395,0.9373952400
603210,Opoho,2558567,2.5585666600
603220,Forrester Park,4336877,4.3368769500
603300,North East Valley,2043363,2.0433634000
603400,Pine Hill,8236990,8.2369899500
603500,Woodhaugh,793809,0.7938089500
603601,North Dunedin,1208163,1.2081626800
603602,Otago University,1636546,1.6365456500
603710,Maori Hill,747132,0.7471323300
603720,Balmacewen,847998,0.8479979500
603810,Glenleith,2778249,2.7782489300
603820,Helensburgh,2079777,2.0797774000
603910,Wakari,1414127,1.4141273300
603920,Halfway Bush,1866446,1.8664457200
603930,Brockville,2729706,2.7297062100
604010,Roslyn North,820032,0.8200318600
604020,Roslyn South,1086440,1.0864401600
604110,Mornington,1173560,1.1735596600
604120,Belleknowes,914823,0.9148225500
604130,Kenmure,1557971,1.5579712500
604210,Caversham,2472631,2.4726309700
604221,Corstorphine West,317486,0.3174859400
604222,Corstorphine East,343138,0.3431381400
604300,Caledonian,174214,0.1742141100
604410,South Dunedin,955819,0.9558191200
604420,Forbury,435196,0.4351963400
604500,St Clair,2826528,2.8265279300
604611,Musselburgh,1749816,1.7498164500
604612,Andersons Bay,1206207,1.2062067000
604620,Vauxhall,2427840,2.4278399000
604710,St Leonards-Blanket Bay,6061188,6.0611882300
604720,Ravensbourne,3430652,3.4306520700
604810,Inner Peninsula,8723128,8.7231283000
604821,Company Bay,2195381,2.1953812800
604822,Macandrew Bay,2795423,2.7954231700
604830,Broad Bay-Portobello,7267815,7.2678145900
604901,Taiaroa-Cape Saunders,42801579,42.8015793000
604902,Sandymount,29366195,29.3661949000
605100,Sawyers Bay,2666517,2.6665172200
605200,Port Chalmers,1980675,1.9806745300
605400,St Kilda West,794384,0.7943844100
605500,St Kilda Central,722508,0.7225076900
605600,St Kilda East,1146129,1.1461292500
605800,Green Island,2927779,2.9277787100
605910,Abbotsford,2036911,2.0369106800
605920,Concord,3352332,3.3523321700
606100,Mosgiel East,3363585,3.3635849400
606210,Mosgiel South,1274976,1.2749756600
606220,East Taieri,2348304,2.3483041700
606300,Bush Road,1111237,1.1112368100
606500,Benhar,711476,0.7114763000
606600,Stirling,575662,0.5756618100
606700,Bruce,1357918790,1357.9187800000
606800,Milton,2019488,2.0194875000
606900,Kaitangata,2534443,2.5344426300
607000,Clinton,718311,0.7183112300
607100,Kaka Point,361022,0.3610218000
607200,Owaka,759739,0.7597392800
607300,Clutha,-1634535353,2660.4319400000
607400,Balclutha,6251033,6.2510330700
607501,Teviot,1312817936,1312.8179300000
607502,Tuapeka,-1969468966,2325.4983300000
607600,Tapanui,1918744,1.9187439000
607700,Lawrence,2468761,2.4687614600
607800,Roxburgh,2058640,2.0586399700
607900,Ranfurly,3870056,3.8700557500
608000,Maniototo,-746478102,3548.4891900000
608100,Naseby,860329,0.8603291500
608302,Dunstan,784836217,5079.8035100000
608303,Clyde,3214822,3.2148216500
608304,Hawea,-1981759054,2313.2082400000
608305,Inland Water-Lake Hawea,157216312,157.2163120000
608500,Alexandra,9760740,9.7607403300
608600,Cromwell,7614504,7.6145042100
608700,Frankton,2096712,2.0967115800
608800,Wanaka,28609626,28.6096257000
609011,Milford,-1568339253,2726.6280400000
609013,Glenorchy,1461416624,1461.4166200000
609014,Kingston South,1012366141,1012.3661400000
609022,Kelvin Heights,9275779,9.2757791600
609023,Sunshine Bay,1875447,1.8754474700
609027,Inland Water-Lake Wakatipu,297620482,297.6204820000
609028,Lake Hayes,9079566,9.0795663600
609029,Matukituki,1883042585,1883.0425800000
609030,Inland Water-Lake Wanaka,200992073,200.9920720000
609031,Outer Wakatipu,1792694270,1792.6942600000
609032,Wakatipu Basin,53969107,53.9691072000
609033,Frankton East,25647868,25.6478677000
609034,Lake Hayes South,4938405,4.9384050300
609035,Jacks Point,106391004,106.3910030000
609200,Arrowtown,2363652,2.3636522300
609302,Queenstown Hill,3878218,3.8782179200
609303,Arthurs Point,5357298,5.3572982700
609304,Queenstown Bay,3069647,3.0696466600
609400,Balfour Community,484681,0.4846811000
609500,Riversdale Community,792745,0.7927445900
609600,Lumsden Community,882414,0.8824135800
609700,Edendale Community,2918242,2.9182417100
609800,Wyndham,1777706,1.7777062000
609911,Makarewa North,12812800,12.8127995000
609912,Makarewa,20773457,20.7734573000
609913,Bay Road West,6298120,6.2981198400
609914,Mill Road-Woodend,24255386,24.2553861000
609921,Bushy Point,7208577,7.2085774100
609922,Otatara,8193578,8.1935784800
610010,Charlton,58702051,58.7020511000
610020,Waikaia,-393331371,3901.6359200000
610031,Kaweku,478108724,478.1087240000
610032,Chatton,681163840,681.1638390000
610033,Kaiwera,498357262,498.3572620000
610040,Hokonui,1130392711,1130.3927100000
610051,Waianiwa,393860057,393.8600560000
610052,Oreti Beach,69557001,69.5570012000
610061,Dacre,430963691,430.9636910000
610062,Myross Bush,13372322,13.3723215000
610072,Waituna,577461746,577.4617450000
610073,Woodlands,24011058,24.0110575000
610074,Greenhills,156842367,156.8423660000
610075,Tiwai Point,24285053,24.2850529000
610080,Toetoes,1380496471,1380.4964700000
610090,Wallacetown,772588,0.7725877900
610210,North Gore,1622253,1.6222532500
610220,East Gore,4303477,4.3034767800
610230,Central Gore,900090,0.9000899100
610240,West Gore,2121198,2.1211979400
610250,South Gore,1320456,1.3204560800
610400,Mataura,5326966,5.3269657200
610500,Winton,2751672,2.7516719800
610601,Grasmere,2759075,2.7590752600
610602,Waikiwi,3050042,3.0500418300
610700,Rosedale,2222145,2.2221448500
610800,Gladstone-Avenal,3273489,3.2734885000
610900,Windsor,1245111,1.2451112800
611001,Waverley-Glengarry,1370341,1.3703410200
611002,Hawthorndale,1779313,1.7793134200
611100,Richmond,1431340,1.4313404400
611210,Otakaro Park,1252119,1.2521191600
611220,Crinan,1117555,1.1175553800
611300,West Invercargill,11246756,11.2467559000
611400,Georgetown,1204405,1.2044048500
611500,Newfield-Rockdale,3450487,3.4504873800
611601,Heidelberg,1933630,1.9336300500
611602,Strathern,1176493,1.1764928500
611700,Appleby-Kew,2030301,2.0303014700
611800,Kingswell-Clifton,4625160,4.6251595700
611900,Tisbury,3508737,3.5087374700
612100,Bluff,8942316,8.9423157400
612200,Nightcaps,1945480,1.9454797000
612300,Ohai,1100248,1.1002475400
612400,Te Anau,4596375,4.5963754400
612500,Tuatapere,1996284,1.9962838400
612600,Otautau,1983730,1.9837303800
612712,Manapouri,6842190,6.8421895700
612713,Mossburn,22364163,22.3641632000
612714,Mararoa River,481848164,4776.8154500000
612715,Inland Water-Lake Te Anau,344431373,344.4313720000
612720,Wairio,1463128568,1463.1285600000
612730,Te Waewae,-1990441802,2304.5254900000
612740,Fairfax,678238064,678.2380630000
612801,Riverton East,1400417,1.4004173900
612802,Riverton West,3575739,3.5757389600
612901,Fiordland,-1029984035,7559.9505500000
612902,Inland Water-Lake Manapouri,138847578,138.8475780000
612903,Inland Water-Lake Hauroko,71107460,71.1074595000
613000,Stewart Island,1747678386,1747.6783800000
615800,Mokohinau Island,1633940,1.6339399600
615900,Little Barrier Island,30693932,30.6939317000
616001,Kaikoura and Rangiahua Islands,7230059,7.2300594700
616200,Rakitu Island,3291550,3.2915504800
616300,Browns Island,595326,0.5953258800
616400,Aiguilles Island,649393,0.6493932700
618300,Te Motu Island,135495,0.1354945500
618400,Motiti Island,6807046,6.8070458300
618500,Mayor Island,13075205,13.0752046000
619302,Islands-Thames-Coromandel District,9840512,9.8405123000
619701,Moutohora Island,1719796,1.7197963800
619900,White Island,3160652,3.1606518700
620000,Inland Water-Lake Taupo,615082563,615.0825620000
620904,Bare Island,131651,0.1316510000
626500,Dog Island,196026,0.1960263600
626700,Centre Island,1032468,1.0324679900
626801,Inlet-Bluff Harbour,416236,0.4162355200
