Code,proportionToHere,SA22020_V1_00_NAME,SA22020_V1_00_NAME_ASCII,erp96,erp01,erp06,erp13,erp18,a0014,a1539,a4064,a6500,median_age,Eurother,Maori,Pacific,Asian,MELAA,p0014,p1539,p4064,p6500,sex_ratio,pEurother,pMaori,pPacific,pAsian,pMELAA,SHAPE_Length
108700,0.000469342,Marsden Bay,Marsden Bay,970,920,1000,1610,2300,430,510,750,610,47.7,2010,450,70,100,10,18.8,22.2,33,26.4,95,87.3,19.5,3.2,4.3,0.6,8586.816004
109100,0.000781556,Kaipara Coastal,Kaipara Coastal,3800,3630,3530,3710,3830,750,990,1400,690,44.3,3070,1170,120,120,10,19.6,25.9,36,18,110,80.2,30.7,3.2,3.1,0.3,320510.0505
109200,0.000375473,Maungaru,Maungaru,1710,1700,1760,1820,1840,390,470,680,310,43.4,1700,390,50,30,0,20.9,25.6,37,16.6,103,92.2,21.4,2.8,1.7,0.1,174417.6848
119000,0.000616266,Rothesay Bay,Rothesay Bay,2430,2520,2760,2860,3020,570,960,1080,410,39.5,2400,140,60,570,60,18.8,31.9,36,13.5,97,79.4,4.7,1.9,18.8,1.9,5248.594837
109300,0.001008065,Dargaville,Dargaville,4580,4670,4570,4610,4940,960,1350,1390,1240,43.6,3490,1810,370,220,20,19.5,27.2,28,25.2,96,70.7,36.6,7.4,4.4,0.3,21534.24355
109400,0.000516276,Ruawai-Matakohe,Ruawai-Matakohe,2540,2480,2300,2470,2530,460,600,980,490,47.1,2190,670,60,30,10,18.2,23.6,39,19.6,112,86.6,26.5,2.5,1.1,0.5,248614.6258
109500,0.00036323,Otamatea (Kaipara District),Otamatea (Kaipara District),1300,1320,1430,1590,1780,360,410,610,400,46.8,1620,300,40,30,0,20,23,35,22.4,106,91.2,17.1,2.4,1.4,0.2,205263.0982
109600,0.000269361,Maungaturoto,Maungaturoto,1050,980,1150,1170,1320,300,410,380,240,36.6,1130,320,40,30,0,22.5,30.9,29,17.9,102,86.2,24.1,3.1,2.4,0,29265.17428
110100,0.000206102,Mangawhai,Mangawhai,290,350,360,540,1010,170,200,290,350,54.6,940,140,20,30,10,17.2,19.5,29,34.7,88,93.4,14.2,2.2,3.1,0.9,8934.137173
110500,0.000414245,Wellsford,Wellsford,1700,1810,1720,1790,2030,470,700,530,330,33.9,1600,520,110,130,10,23,34.5,26,16.4,105,79,25.5,5.5,6.5,0.6,11565.1051
110700,0.000550966,South Head,South Head,1420,1710,1950,2120,2700,550,730,1020,400,42,2380,510,110,80,20,20.4,27,38,14.9,104,88.3,19.1,3.9,3,0.8,208091.4886
110800,0.000416286,Kaipara Hills,Kaipara Hills,1060,1180,1530,1750,2040,470,530,820,210,40.9,1800,380,40,60,0,23,26.2,40,10.5,105,88.4,18.9,1.9,2.9,0.2,126644.1995
113300,0.00049587,Millwater South,Millwater South,70,80,60,140,2430,690,920,670,150,33.1,1450,100,20,950,50,28.3,37.7,28,6.2,100,59.5,4.2,0.6,39.3,2,9534.328529
113400,0.000381595,Dairy Flat North,Dairy Flat North,1140,1240,1480,1700,1870,330,630,700,210,38.8,1510,130,20,330,10,17.4,33.7,38,11.3,100,80.7,6.7,1.1,17.6,0.5,29606.65413
112500,0.000326499,Waitoki,Waitoki,900,1050,1330,1370,1600,310,450,650,180,42.4,1520,130,20,50,10,19.5,28,41,11.6,100,95,8,1.2,3.2,0.5,32611.5512
112700,0.000863181,Orewa North,Orewa North,660,1030,1940,2890,4230,600,950,1180,1510,51.7,3540,200,90,610,50,14.1,22.4,28,35.8,87,83.6,4.6,2,14.4,1.2,6884.758879
186500,0.000473423,Stanley Park,Stanley Park,2620,2360,2120,2140,2320,570,670,750,340,36.4,1280,1050,490,120,10,24.4,29,32,14.5,101,55.1,45.2,21,5,0.6,5048.916247
112900,0.000634632,Orewa South,Orewa South,1850,2370,2900,2980,3110,390,560,820,1350,59.4,2770,200,90,290,10,12.4,17.9,26,43.5,80,89,6.3,2.9,9.5,0.4,11654.22697
113100,0.000783597,Millwater North,Millwater North,20,30,40,780,3840,980,1210,1270,380,36.4,2760,200,40,1050,50,25.5,31.5,33,10,98,71.8,5.2,1.1,27.3,1.4,7907.163653
119600,0.000381595,Westgate South,Westgate South,690,920,1360,1640,1870,320,680,560,300,37.4,970,320,260,590,40,17.1,36.6,30,16.2,94,51.9,16.9,13.8,31.7,2.1,6899.486173
113500,0.000306092,Dairy Flat West,Dairy Flat West,960,1090,1200,1350,1500,270,430,610,200,43.4,1370,110,30,110,10,17.9,28.5,40,13.1,98,91.1,7.5,2,7.6,0.8,30847.69924
113600,0.00046322,Kingsway,Kingsway,810,910,1300,1930,2270,490,730,800,260,37.6,1920,150,70,290,30,21.5,31.9,35,11.5,97,84.3,6.6,2.9,12.7,1.3,5632.984708
119700,0.00036323,Windsor Park,Windsor Park,800,1100,1580,1710,1780,270,570,480,450,42.8,890,60,30,860,30,15.3,32.3,27,25.3,82,50,3.1,1.7,48.5,1.6,4403.735747
113800,6.33E-05,Silverdale Central (Auckland),Silverdale Central (Auckland),250,250,260,290,310,30,130,120,30,38.6,210,40,10,80,0,10.8,41.1,39,9.1,191,67,12.1,3.2,24.8,0.3,12556.39704
142300,0.000738703,Waikowhai North,Waikowhai North,2840,3070,3400,3410,3620,810,1600,920,280,30.1,710,290,1130,1680,150,22.4,44.3,25,7.9,100,19.7,8.1,31.2,46.6,4.1,4741.934977
113900,0.000444854,Red Beach West,Red Beach West,1380,1470,1610,2000,2180,350,530,550,750,49.2,1950,150,60,190,20,15.9,24.3,25,34.5,86,89.1,6.9,2.9,8.9,0.9,9352.857599
115700,0.00062851,Gulf Harbour North,Gulf Harbour North,410,1240,2040,2590,3080,720,890,1040,430,38.3,2640,220,70,390,60,23.4,28.9,34,13.9,102,85.6,7.2,2.3,12.6,1.9,6842.197617
114000,0.000844815,Red Beach East,Red Beach East,3180,3540,3710,3960,4140,730,1100,1400,910,44.8,3840,360,100,200,40,17.6,26.6,34,22,91,92.7,8.6,2.3,4.8,1,6924.577408
114100,0.000422408,Silverdale South (Auckland),Silverdale South (Auckland),1060,1220,1600,1900,2070,380,600,860,220,42.1,1880,160,20,150,20,18.6,29.1,42,10.7,103,90.7,7.5,1.2,7.4,0.8,33307.03463
211100,0.000453017,Parkvale,Parkvale,1790,1870,1960,2130,2220,370,570,630,650,46.9,1920,340,80,160,10,16.7,25.6,28,29.2,87,86.6,15.3,3.7,7.1,0.3,5042.985393
114200,0.000281605,Waimauku,Waimauku,570,750,1050,1230,1380,300,380,530,170,40.5,1300,160,40,60,0,21.7,27.6,38,12.3,100,94.8,11.3,3,4.4,0.2,16817.5494
115200,0.000499951,Manly West,Manly West,1970,2060,2260,2400,2450,410,650,890,510,45.8,2250,220,80,130,20,16.6,26.5,36,20.8,92,91.7,8.9,3.4,5.4,0.9,6337.030745
214700,0.000473423,Pirimai East,Pirimai East,2150,2100,2210,2200,2320,570,840,630,280,32.7,1840,640,100,140,10,24.4,36.2,27,12.3,104,79.3,27.8,4.2,5.9,0.6,3907.131953
114500,0.00026528,Muriwai,Muriwai,850,1060,1080,1190,1300,290,360,530,120,39.9,1240,140,30,50,20,22.4,27.8,41,9,104,95.8,10.9,2.6,3.8,1.4,11909.54602
114600,0.000575454,Stanmore Bay West,Stanmore Bay West,1970,2540,2710,2690,2820,670,940,910,290,35,2500,320,100,220,40,23.7,33.4,32,10.4,99,88.8,11.3,3.7,7.9,1.3,4684.725036
198900,0.000381595,Fairy Springs,Fairy Springs,1730,1690,1690,1650,1870,440,660,520,240,33.6,1080,970,140,160,10,23.5,35.5,28,12.9,92,58.1,52.1,7.5,8.4,0.4,5389.570383
114900,0.000799922,Whangaparāoa Central,Whangaparaoa Central,1930,2410,2780,3370,3920,740,1260,1410,520,39.1,3480,330,90,370,40,18.8,32.2,36,13.2,100,88.6,8.4,2.3,9.4,0.9,9263.246951
116500,0.00029793,Long Bay,Long Bay,160,160,150,190,1460,300,540,490,130,35.4,680,30,20,750,40,20.8,37.2,33,8.8,99,46.4,2.1,1.3,51.4,2.5,10832.40044
115000,0.000730541,Kumeu-Huapai,Kumeu-Huapai,1230,1350,1440,1470,3580,850,1280,1080,370,34.9,2940,310,130,550,60,23.7,35.7,30,10.4,98,82.2,8.7,3.7,15.3,1.7,16722.25759
153600,0.000442814,Aorere Central,Aorere Central,1870,1910,2020,2080,2170,510,870,600,190,30.1,360,370,1160,640,10,23.6,40,28,8.8,99,16.8,17.2,53.4,29.4,0.5,3874.235909
116700,0.00069381,Albany Heights,Albany Heights,440,600,1760,2400,3400,590,1590,1000,220,32.5,1720,120,50,1580,110,17.4,46.9,29,6.4,100,50.7,3.4,1.4,46.6,3.3,10337.39924
195500,0.000614226,Arataki South,Arataki South,2640,2730,2830,2870,3010,660,1130,820,400,33.7,2310,840,110,190,60,21.9,37.5,27,13.3,94,76.7,28,3.6,6.4,2.1,5056.801611
118100,0.000740744,Albany South,Albany South,810,2850,3490,3450,3630,590,1360,1150,530,37.4,1840,120,60,1640,150,16.2,37.4,32,14.5,96,50.7,3.3,1.6,45.2,4,7474.816112
214800,0.000348945,Onekawa East,Onekawa East,1480,1440,1590,1520,1710,410,520,450,320,36,1130,670,170,60,20,24.2,30.7,26,18.8,93,66.3,39.5,9.8,3.7,0.9,3537.356657
115400,0.000418326,Tindalls-Matakatia,Tindalls-Matakatia,1210,1360,1590,1840,2050,310,530,760,450,48.1,1910,120,40,120,10,15.1,25.8,37,22.1,100,93,6.1,2,5.9,0.5,10452.52694
116900,0.0008591,Fairview Heights,Fairview Heights,460,520,1170,3100,4210,730,1900,1040,540,33.8,1600,120,60,2470,140,17.2,45.2,25,12.8,95,38.1,2.8,1.4,58.6,3.3,5385.401213
115800,0.000750947,Manly East,Manly East,2650,2990,3160,3520,3680,670,1000,1170,830,43.9,3450,380,110,130,20,18.2,27.3,32,22.6,92,93.9,10.2,3,3.5,0.6,6400.186919
117500,0.000697891,Glamorgan,Glamorgan,3030,2970,3170,3250,3420,680,1230,1150,360,36,2760,280,90,560,60,20,35.9,34,10.5,99,80.8,8,2.5,16.3,1.8,4929.2999
115900,0.00059586,Riverhead,Riverhead,1060,1220,1350,1440,2920,720,1020,960,220,35.3,2540,300,100,270,30,24.7,34.8,33,7.6,105,87,10.2,3.4,9.3,1.1,12654.62
117600,0.000699931,Oteha East,Oteha East,580,1660,2450,3240,3430,660,1360,980,430,35.6,1610,110,60,1720,110,19.4,39.6,29,12.5,92,46.7,3.2,1.7,50,3.3,4511.977422
116200,0.000575454,Gulf Harbour South,Gulf Harbour South,170,520,1360,1920,2820,520,790,990,520,42.7,2270,110,70,510,60,18.4,28.1,35,18.4,100,80.4,3.8,2.4,18.1,2,11997.96957
154800,0.001030511,Papatoetoe West,Papatoetoe West,3370,3550,4090,4530,5050,1180,2240,1270,360,29.3,950,630,1660,2430,70,23.3,44.3,25,7.2,107,18.7,12.5,32.9,48,1.4,5677.059847
117200,0.000912156,Torbay,Torbay,3570,3860,4140,4240,4470,800,1360,1580,730,41.6,3860,230,120,530,40,17.9,30.4,35,16.3,98,86.4,5.1,2.6,11.8,1,7485.324347
117700,0.000704013,Northcross,Northcross,2850,3050,3290,3370,3450,610,1280,1160,400,37,2380,180,60,1000,70,17.7,37.1,34,11.7,100,69,5.2,1.6,29.1,1.9,5329.656837
257100,0.000593819,Carterton South,Carterton South,2200,2240,2240,2570,2910,550,710,960,690,45.4,2590,520,70,90,0,19,24.3,33,23.6,90,89,17.8,2.6,3.2,0.1,7275.9853
117400,0.000610144,Albany West,Albany West,230,1430,2180,2550,2990,510,1050,790,640,38.6,1600,110,40,1290,90,17.1,35,26,21.5,94,53.5,3.6,1.4,43.1,3,10002.12052
257200,0.000183655,Gladstone (Carterton District),Gladstone (Carterton District),650,670,740,850,900,200,210,360,130,42.9,860,130,10,0,0,22,23.8,40,14.2,106,95.6,14.2,1.3,0.5,0.1,204361.063
257300,0.000285686,Tauherenikau,Tauherenikau,930,900,1010,1260,1400,260,280,620,240,47.2,1320,110,20,40,10,18.3,20,44,17.3,101,94.2,7.9,1.4,2.6,0.5,135533.1562
118000,0.000408123,Waitakere,Waitakere,1510,1640,1830,1880,2000,390,620,780,210,39.4,1850,290,130,80,20,19.4,31.3,39,10.4,101,92.6,14.7,6.5,4.2,0.8,23634.58517
119900,0.000501992,Unsworth Heights West,Unsworth Heights West,710,1680,2200,2450,2460,370,910,810,370,38.6,1080,80,60,1130,250,15,36.8,33,15.2,93,43.9,3.2,2.4,45.9,10.1,4938.460606
257400,0.000216305,Kahutara,Kahutara,980,980,950,1010,1060,210,310,420,120,41.1,1000,130,20,20,10,19.6,29.1,40,11.7,114,94,11.9,1.8,2.3,0.5,194617.1812
118200,0.000906034,Browns Bay South West,Browns Bay South West,3470,3850,4110,4210,4440,860,1680,1440,470,35.8,2900,240,90,1430,130,19.4,37.8,32,10.5,100,65.3,5.3,2.1,32.1,3,5077.473678
118300,0.000604022,Browns Bay Central,Browns Bay Central,2260,2400,2570,2800,2960,430,900,1000,630,43.7,2320,140,50,560,70,14.6,30.4,34,21.3,95,78.2,4.9,1.8,19,2.3,5815.760547
118600,0.000179574,North Harbour,North Harbour,120,290,470,600,880,90,370,240,190,38.8,570,50,10,270,30,10.2,41.9,27,21.3,114,64.2,5.9,1.3,30.5,3.5,13568.4009
118400,0.000865221,Schnapper Rock,Schnapper Rock,240,250,1510,3960,4240,900,1670,1430,240,33.7,1850,120,50,2280,140,21.2,39.3,34,5.8,95,43.6,2.8,1.2,53.7,3.4,8266.870937
118500,0.000944805,Pinehill,Pinehill,900,1500,2850,4230,4630,780,2050,1430,380,33.8,1320,120,50,3220,100,16.8,44.2,31,8.2,92,28.4,2.5,1.1,69.6,2.3,5341.314501
118800,8.16E-06,Westgate Central,Westgate Central,80,100,90,80,40,10,20,20,0,37.7,20,10,0,10,0,18.7,37.4,35,9.1,127,52.8,26.8,2.1,28.3,0,6191.681044
118900,0.000742784,Greenhithe West,Greenhithe West,2330,2780,3140,3640,3640,690,1070,1510,370,41.6,3090,180,70,510,60,18.9,29.4,42,10.2,101,84.9,5,1.8,14.1,1.6,10683.40958
120000,0.000455057,Murrays Bay East,Murrays Bay East,2120,2080,2160,2240,2230,370,670,830,350,42.7,1770,90,20,400,60,16.8,30.2,37,15.7,94,79.5,3.9,0.8,17.9,2.6,4367.806433
121400,0.000508113,Bayview West,Bayview West,2250,2240,2280,2400,2490,530,1030,720,210,33.6,1550,210,150,760,100,21.1,41.4,29,8.5,99,62.1,8.3,6.1,30.6,4.2,3779.411106
119100,0.000665241,Greenhithe East,Greenhithe East,310,500,1940,2970,3260,750,1180,1100,230,34.8,1940,120,70,1220,110,22.9,36.3,34,7.1,97,59.4,3.8,2.1,37.5,3.3,7895.9842
119800,0.000924399,West Harbour West,West Harbour West,4300,4330,4300,4330,4530,1170,1850,1240,270,30.7,2510,920,990,920,120,25.9,40.7,27,5.9,103,55.4,20.3,21.8,20.3,2.6,6740.650497
158300,0.000744825,Hilltop (Auckland),Hilltop (Auckland),910,1580,1910,2480,3650,760,1670,930,290,31.5,820,380,700,2070,120,20.7,45.8,26,7.9,105,22.3,10.4,19.1,56.7,3.4,5537.406676
119400,0.000428529,Greenhithe South,Greenhithe South,790,990,1120,1480,2100,410,740,740,210,36.9,1370,110,50,710,10,19.5,35.4,35,9.9,101,65.2,5.2,2.5,34.1,0.7,13106.07061
119500,0.000565251,Murrays Bay West,Murrays Bay West,2260,2390,2650,2710,2770,510,950,1020,300,37.6,1790,130,30,930,70,18.3,34.2,37,10.8,97,64.5,4.8,1.2,33.7,2.4,4533.518861
120100,0.000128559,Birdwood West,Birdwood West,540,520,540,590,630,110,210,230,90,40.4,530,120,40,60,10,16.7,32.9,36,14,98,83.7,18.6,5.8,10.1,2.1,13929.30463
120500,0.000626469,Mairangi Bay North,Mairangi Bay North,2670,2560,2830,2850,3070,570,890,1130,480,41.9,2060,150,50,930,60,18.5,29,37,15.6,96,67.2,4.8,1.8,30.2,2,4958.496499
158400,0.00089379,Wiri East,Wiri East,3360,3630,3840,3750,4380,1280,1710,940,440,27.3,740,1210,2380,780,70,29.2,39.2,22,10.1,97,17,27.6,54.5,17.9,1.5,5977.487193
120300,0.000930521,West Harbour Clearwater Cove,West Harbour Clearwater Cove,3300,3890,4260,4310,4560,830,1390,1620,730,41.1,2860,300,200,1550,90,18.2,30.4,36,15.9,97,62.7,6.5,4.4,33.9,1.9,9190.555825
120400,0.000771353,Unsworth Heights East,Unsworth Heights East,2890,3310,3350,3370,3780,620,1550,1100,510,35.1,1790,230,180,1610,260,16.5,41,29,13.4,100,47.4,6.2,4.7,42.7,6.8,4975.538636
120600,0.000726459,Massey Central,Massey Central,2420,2830,3030,3170,3560,890,1470,950,250,30,1670,710,1030,770,100,25.1,41.3,27,6.9,102,46.9,19.9,28.8,21.5,2.9,5214.152733
120700,0.000577494,West Harbour Luckens Point,West Harbour Luckens Point,1860,2490,2790,2840,2830,500,990,1020,330,38,1700,190,90,1070,40,17.6,35,36,11.5,97,59.9,6.8,3.3,37.7,1.5,5476.580488
120800,0.000587698,Mairangi Bay South,Mairangi Bay South,2440,2430,2710,2780,2880,520,860,1040,470,41.7,2090,150,60,760,30,17.9,29.9,36,16.3,90,72.5,5.2,1.9,26.3,1.2,4814.65513
121000,0.000781556,Bayview East,Bayview East,2720,2810,3150,3400,3830,780,1670,1110,280,32.7,1940,340,280,1540,160,20.3,43.6,29,7.2,103,50.6,8.9,7.4,40.2,4.1,6067.694635
121100,0.00049587,Swanson Rural,Swanson Rural,2040,2250,2120,2230,2430,410,780,940,300,40.8,2130,350,120,180,40,16.7,32.2,39,12.3,106,87.5,14.3,5,7.2,1.5,22552.46841
121600,0.000748906,Royal Heights North,Royal Heights North,2820,2880,3460,3540,3670,760,1420,1110,380,33,2220,570,700,760,100,20.7,38.7,30,10.3,98,60.5,15.6,19,20.6,2.8,6735.074183
316000,0.000261199,Kaiapoi West,Kaiapoi West,1290,1350,1290,1320,1280,230,430,360,260,38.4,1160,210,10,30,10,17.9,33.8,28,20.2,104,90.8,16.4,1.1,2.3,0.6,2871.871075
121700,0.000310174,Massey West,Massey West,560,580,610,1180,1520,320,680,400,130,31.5,630,220,230,620,30,21.1,44.5,26,8.4,105,41.5,14.6,14.9,41,1.9,7602.289026
121800,0.0007285,Beach Haven West,Beach Haven West,2980,3030,3280,3440,3570,770,1300,1110,380,35.5,2810,460,290,480,100,21.5,36.5,31,10.8,100,78.8,13,8.2,13.3,2.8,6340.606182
121900,0.000838693,Totara Vale South,Totara Vale South,3190,3260,3610,3790,4110,700,1910,1150,350,33.3,1700,310,200,2080,180,16.9,46.6,28,8.5,106,41.4,7.4,4.9,50.7,4.3,5397.328029
122000,0.000477504,Swanson,Swanson,1240,1390,1440,1720,2340,520,950,690,180,32.8,1450,360,270,610,30,22.1,40.6,30,7.6,97,62.1,15.2,11.4,25.9,1.3,10271.91646
199000,0.000499951,Western Heights (Rotorua District),Western Heights (Rotorua District),2160,2090,2230,2090,2450,720,920,630,190,27.4,1140,1650,290,100,0,29.3,37.4,26,7.7,96,46.7,67.2,12,3.9,0.1,4976.09461
126100,0.000548926,Summerland North,Summerland North,270,1190,2370,2520,2690,520,930,890,360,37.6,1220,170,180,1280,70,19.2,34.4,33,13.3,97,45.2,6.4,6.5,47.7,2.8,4669.18861
122100,0.00066116,Bayview South,Bayview South,2300,2530,2910,3050,3240,600,1490,900,240,32.6,1640,220,150,1370,110,18.7,46.2,28,7.4,105,50.7,6.9,4.6,42.2,3.5,6040.261121
122200,0.000614226,Campbells Bay,Campbells Bay,2580,2700,2820,2970,3010,560,820,1150,470,43.1,2420,120,20,560,60,18.7,27.4,38,15.6,97,80.5,4.1,0.6,18.8,2.1,5829.731771
215000,0.000714216,Marewa East,Marewa East,3150,3020,3120,3140,3500,860,1200,1030,410,33,2350,1480,210,130,60,24.5,34.4,29,11.8,92,67.2,42.2,6,3.8,1.8,5110.525162
122300,0.000808084,Royal Heights South,Royal Heights South,3030,3100,3320,3590,3960,950,1570,1050,390,31.1,1900,770,980,920,150,24,39.6,27,9.8,101,48,19.4,24.9,23.3,3.8,5549.875167
122400,0.000844815,Beach Haven East,Beach Haven East,3740,3720,4000,4000,4140,980,1670,1180,310,31.9,2590,860,820,620,120,23.7,40.3,29,7.5,94,62.5,20.9,19.7,14.9,2.8,6664.385121
215100,0.000675444,Onekawa South,Onekawa South,2830,2890,2940,3060,3310,900,1200,850,360,29.6,2170,1410,220,150,40,27.1,36.3,26,11,96,65.5,42.4,6.5,4.5,1.1,4765.3369
122500,0.000765231,Massey East,Massey East,2380,2460,3140,3480,3750,880,1600,1000,270,29.9,1490,730,1160,970,110,23.5,42.6,27,7.2,102,39.7,19.4,31,25.8,2.9,5572.499851
122700,0.000726459,Glenfield North,Glenfield North,2610,2940,3060,3240,3560,630,1640,970,330,32.7,1390,210,160,1980,110,17.7,45.9,27,9.2,103,38.9,6,4.6,55.5,3.2,4471.68295
123100,0.000665241,Glenfield West,Glenfield West,2460,2600,2710,2910,3260,520,1420,860,460,34.6,1500,240,180,1540,130,16,43.5,26,14,96,45.8,7.3,5.5,47.2,4,4604.828104
210700,0.000491789,Akina Park,Akina Park,2070,2190,2160,2300,2410,450,860,760,350,37.1,1590,640,100,390,30,18.5,35.7,31,14.4,95,66,26.7,4.1,16.3,1.4,4685.585536
122800,0.000891749,Birkdale North,Birkdale North,3810,3840,4000,4200,4370,950,1840,1170,410,32.9,2780,670,480,1020,130,21.6,42.1,27,9.4,97,63.5,15.4,11.1,23.4,2.9,6325.832713
122900,0.000977455,Massey South,Massey South,4110,4110,4210,4440,4790,1150,2040,1250,350,30.9,2460,1010,1190,1040,90,24,42.6,26,7.2,107,51.3,21.2,24.9,21.8,1.8,7292.867259
123200,0.00069585,Te Atatū Peninsula North West,Te Atatu Peninsula North West,2750,2850,2920,3180,3410,820,1210,1050,330,34.5,2360,730,540,460,80,24,35.6,31,9.7,99,69.2,21.3,15.8,13.6,2.3,6836.521991
123300,0.000873384,Glenfield South West,Glenfield South West,2990,3300,3450,3820,4280,800,1890,1260,330,33.4,2160,340,290,1790,170,18.8,44.1,29,7.7,101,50.6,8,6.8,41.9,4,5368.18913
123500,4.49E-05,Wairau Valley,Wairau Valley,100,110,110,180,220,30,80,100,20,43.3,130,10,20,70,0,11.4,34.2,45,9.2,159,60.5,6.7,6.9,32.5,1.7,11512.29515
123800,0.00076115,Rānui Domain,Ranui Domain,1990,2430,3370,3460,3730,950,1440,1030,320,31.1,1330,870,1070,1030,120,25.5,38.5,28,8.6,97,35.6,23.4,28.7,27.7,3.2,4713.470161
124200,0.000567291,Rānui South West,Ranui South West,930,1140,1700,2290,2780,680,1130,770,190,30.4,1250,540,640,740,70,24.5,40.8,28,6.8,101,44.9,19.4,22.9,26.8,2.6,3667.49729
124300,0.000906034,Henderson Larnoch,Henderson Larnoch,3250,3530,3680,4040,4440,1080,1720,1230,410,32,1540,950,1290,1330,110,24.3,38.7,28,9.1,102,34.7,21.4,29,30.1,2.6,5035.596876
123900,0.000671363,Beach Haven South,Beach Haven South,2880,2850,3090,3190,3290,630,1090,1130,440,38.6,2680,290,150,480,60,19,33.1,34,13.4,102,81.5,8.8,4.6,14.6,1.7,7335.747047
124000,0.000887668,Glenfield Central,Glenfield Central,3390,3730,3910,4100,4350,670,1930,1190,550,34.2,1870,240,120,2230,160,15.5,44.5,27,12.7,94,43.1,5.5,2.7,51.4,3.6,4699.452676
124100,0.000208143,Piha,Piha,690,790,850,890,1020,190,250,440,140,43.7,970,140,30,30,10,18.5,24.6,43,13.7,104,95.6,13.6,3.4,3.3,0.8,18497.03691
124400,0.001006024,Birkdale South,Birkdale South,3810,3880,4330,4560,4930,1050,2090,1400,380,33.1,3300,550,440,1110,200,21.4,42.4,28,7.7,101,67.1,11.2,8.9,22.6,4.1,6545.956166
124500,0.000712175,Te Atatū Peninsula Central,Te Atatu Peninsula Central,2810,2890,3000,3100,3490,840,1170,1090,400,35.7,2230,770,660,530,50,24.2,33.4,31,11.3,97,63.7,22.1,18.8,15.3,1.4,5673.220447
125400,0.000659119,Milford West,Milford West,2570,2700,2950,3010,3230,520,990,1110,610,41.7,2090,150,50,1040,90,16.2,30.7,34,18.9,89,64.6,4.6,1.5,32.3,2.6,4374.714138
210800,0.000414245,Queens Square,Queens Square,1930,1890,1820,1920,2030,390,720,610,320,36.2,1470,470,160,260,10,19.1,35.2,30,15.6,92,72.3,23.4,7.7,12.8,0.7,3394.356198
124800,0.000801962,Te Atatū Peninsula West,Te Atatu Peninsula West,3240,3410,3370,3790,3930,970,1420,1190,350,34,2580,820,600,660,80,24.7,36.1,30,9,98,65.6,20.9,15.3,16.9,2.1,8233.651147
124900,0.000697891,Henderson Lincoln West,Henderson Lincoln West,2340,2820,2930,3140,3420,800,1350,940,320,31.9,1180,610,880,1260,110,23.4,39.6,28,9.3,98,34.5,17.7,25.9,37,3.1,6787.968362
125100,3.06E-05,Henderson Lincoln East,Henderson Lincoln East,350,400,330,320,150,20,60,60,10,35.6,90,10,10,50,0,14.5,41.1,39,5.4,135,61.5,8.9,9.4,33.3,0.8,9279.997679
125500,0.000636672,Westlake,Westlake,2340,2400,2650,2950,3120,530,1120,880,590,38,1710,100,70,1350,80,17,35.8,28,19,82,54.8,3.3,2.2,43.1,2.5,3775.969067
125300,0.000622388,Te Atatū Peninsula East,Te Atatu Peninsula East,1180,1610,2930,3060,3050,570,950,1050,480,40.1,1830,420,310,910,70,18.6,31.2,34,15.9,92,60,13.6,10,30,2.3,9444.037395
125600,0.000732581,Hillcrest North (Auckland),Hillcrest North (Auckland),2640,2860,3170,3400,3590,570,1420,1140,460,36.3,1620,230,120,1800,90,16,39.5,32,12.8,93,45,6.4,3.2,50,2.4,5838.434759
125700,0.000550966,Henderson Lincoln South,Henderson Lincoln South,1610,2200,2270,2410,2700,550,1030,830,300,34.9,1000,410,470,1140,80,20.4,38,31,11.1,99,36.9,15.3,17.2,42.4,3.1,6855.516543
125800,0.00069381,Hillcrest West (Auckland),Hillcrest West (Auckland),2910,2930,3070,3100,3400,630,1350,1050,360,35.2,2120,210,90,1180,70,18.7,39.8,31,10.7,96,62.5,6.2,2.8,34.7,2.1,4453.035638
125900,0.000410164,Milford Central,Milford Central,1930,1960,2050,2000,2010,220,480,690,630,53.3,1670,60,20,300,50,10.7,23.7,34,31.3,91,83.2,3,1,14.9,2.5,4399.910319
126000,0.000687688,Summerland South,Summerland South,150,660,2400,3280,3370,640,1200,1070,460,36.7,1540,260,310,1510,120,19,35.6,32,13.6,97,45.9,7.8,9.2,44.9,3.4,5568.647858
126200,0.000842775,Hillcrest East (Auckland),Hillcrest East (Auckland),3510,3710,3840,3850,4130,780,1650,1210,500,35.1,2320,300,150,1630,110,18.8,40,29,12.1,91,56.1,7.2,3.6,39.5,2.6,4282.509174
126900,0.000963171,Western Heights (Auckland),Western Heights (Auckland),2080,2700,3550,4080,4720,910,1810,1530,470,34.8,2280,500,520,1930,130,19.3,38.3,32,10,100,48.3,10.5,11.1,40.9,2.7,6825.765415
136100,0.000367311,Grafton,Grafton,1830,1740,1840,1980,1800,120,1150,390,150,29.4,1070,130,70,650,80,6.9,63.6,21,8.1,102,59.1,7.3,4.1,35.9,4.4,5182.680205
126300,0.000755028,Chatswood,Chatswood,3490,3450,3620,3620,3700,640,1300,1190,580,38.5,2200,170,60,1420,90,17.2,35.1,32,15.5,97,59.5,4.6,1.7,38.4,2.5,9344.646931
126500,0.000614226,Birkenhead North,Birkenhead North,2150,2440,2740,2900,3010,480,1220,900,410,36,1910,180,80,980,100,16,40.5,30,13.5,90,63.7,6.1,2.8,32.7,3.2,5868.291693
