Code,x,AU2013_NAM,area_sqkm,proportionToHere,dens
582500,27.8,Trafalgar,0.92780642,0.006371105,29.96314684
582600,0.1,Maitai,2.34186129,2.29E-05,0.042701077
582700,0.7,Kirks,0.43905719,0.000160424,1.594325332
582800,2.5,Bronte,0.93214677,0.000572941,2.681981079
582900,NA,Atmore,6.04672731,0,NA
583000,3.5,Tahunanui,1.66313782,0.000802118,2.104455781
583100,1.1,Tahuna Hills,2.05422072,0.000252094,0.535482867
583201,1.2,Toi Toi,1.82243793,0.000275012,0.65845864
583202,0.7,Broads,0.62990061,0.000160424,1.11128643
583300,0.3,Grampians,4.63686998,6.88E-05,0.064698817
583400,NA,The Brook,6.40614538,0,NA
583500,1.5,Nelson Airport,3.27912006,0.000343765,0.457439793
583600,NA,Nayland,0.46651607,0,NA
583700,0.4,Enner Glynn,5.48358086,9.17E-05,0.072945035
583800,NA,Maitlands,1.06225816,0,NA
583900,6.05,Isel Park,5.47314927,0.001386518,1.105396491
584000,0.5,Langbein,1.27285312,0.000114588,0.392818301
584201,6.45,Richmond East,6.65383304,0.001478188,0.969366072
584202,5.25,Richmond West,7.0385888,0.001203176,0.745888153
584301,4,Motueka West,18.1948707,0.000916706,0.219842178
584303,3.95,Motueka East,7.64135438,0.000905247,0.516924069
584305,NA,Jackett Island,0.65739217,0,NA
584402,1,Karamea,64.6560021,0.000229176,0.015466468
584403,0.2,Hector-Ngakawau,2.53257155,4.58E-05,0.078971115
584404,0.3,Granity,4.70052667,6.88E-05,0.063822635
584405,NA,Orowaiti,4.43224088,0,NA
584407,0.1,Little Wanganui,2130.62472,2.29E-05,4.69E-05
584408,0.3,Mokihinui,932.633139,6.88E-05,0.00032167
584409,0.9,Buller Coalfields,492.382698,0.000206259,0.001827847
584410,1,Westport Rural,545.337813,0.000229176,0.001833726
584411,0.7,Charleston,560.820665,0.000160424,0.001248171
584412,NA,Inangahua Junction,412.431399,0,NA
584500,6.3,Westport Urban,4.51346824,0.001443812,1.395822384
584600,2.9,Reefton,2.0135686,0.000664612,1.440229054
584701,NA,Inangahua Valley,1029.28051,0,NA
584702,NA,Mawheraiti,678.540821,0,NA
584703,0.7,Maruia,1076.0696,0.000160424,0.000650516
584800,0.1,Karoro,2.80871332,2.29E-05,0.035603491
584911,0.5,Kaiata,14.6711936,0.000114588,0.03408039
584912,0.4,South Beach-Camerons,11.7169807,9.17E-05,0.034138488
584922,NA,Blackball,18.6092147,0,NA
584923,NA,Point Elizabeth,15.4103051,0,NA
584930,0.8,Dobson,23.3127519,0.000183341,0.034315983
584931,0.3,Barrytown,195.389688,6.88E-05,0.001535393
584932,NA,Coal Creek,79.1769343,0,NA
584933,NA,Atarau,410.591346,0,NA
584934,NA,Greymouth Rural,52.4989939,0,NA
584935,0.1,Marsden-Hohonu,404.490205,2.29E-05,0.000247225
584936,NA,Arnold Valley,132.033389,0,NA
584937,NA,Nelson Creek-Ngahere,507.671519,0,NA
584938,0.1,Ahaura,456.078348,2.29E-05,0.000219261
584939,0.2,Lake Brunner,622.053023,4.58E-05,0.000321516
584940,NA,Haupiri,547.668293,0,NA
585000,1.2,Runanga-Rapahoe,7.76370952,0.000275012,0.154565288
585110,0.9,Cobden,4.01790449,0.000206259,0.22399736
585120,0.7,Blaketown,1.57096434,0.000160424,0.445586181
585130,6.55,Greymouth Central,2.62139805,0.001501106,2.498666694
585140,2.6,Greymouth South,5.2967466,0.000595859,0.490867356
585306,0.2,Kumara,3.53372173,4.58E-05,0.056597552
585307,0.7,Kaniere,2.94909893,0.000160424,0.237360637
585309,0.3,Ross,8.70918362,6.88E-05,0.034446397
585311,0.7,Harihari,145.651096,0.000160424,0.004806006
585312,1.4,Franz Josef,42.7111582,0.000320847,0.03277832
585313,0.5,Fox Glacier,55.4355412,0.000114588,0.009019484
585314,NA,Taramakau,378.734293,0,NA
585315,NA,Otira,458.081147,0,NA
585316,0.1,Waimea-Arahura,182.148132,2.29E-05,0.000549004
585317,0.4,Hokitika Rural,151.428362,9.17E-05,0.002641513
585318,NA,Hokitika Valley,869.116384,0,NA
585319,NA,Totara River,317.579954,0,NA
585320,0.2,Waitaha,1173.66665,4.58E-05,0.000170406
585321,NA,Whataroa,987.361547,0,NA
585322,NA,Waiho,483.043151,0,NA
585323,NA,Karangarua,1186.23398,0,NA
585324,NA,Bruce Bay-Paringa,1306.16982,0,NA
585325,NA,Haast,4102.7746,0,NA
585400,3.9,Hokitika Urban,3.90985628,0.000893788,0.99747912
585502,3.2,Hanmer Springs,4.23076035,0.000733365,0.756365224
585504,2.3,Culverden,22.6902063,0.000527106,0.101365319
585505,2.5,Waiau,0.97252161,0.000572941,2.570636965
585506,0.3,Amuri,4172.60393,6.88E-05,7.19E-05
585601,1.2,Parnassus,992.300644,0.000275012,0.001209311
585602,2.2,Cheviot,2.22945254,0.000504188,0.98678934
585700,4.5,Hurunui,2465.16499,0.001031294,0.001825436
585802,3.25,Amberley,3.05761494,0.000744823,1.062919976
585803,1.4,Leithfield,456.238506,0.000320847,0.00306857
585805,0.1,Sefton,34.4156004,2.29E-05,0.002905659
585806,0.1,Okuku,545.25424,2.29E-05,0.000183401
585807,0.8,Loburn,94.5693205,0.000183341,0.008459403
585808,NA,Ashley,47.3470422,0,NA
586001,NA,Camside,6.73621404,0,NA
586002,NA,Pines-Kairaki Beach,1.47448957,0,NA
586112,0.7,Waikuku,1.29863958,0.000160424,0.539025616
586114,0.3,Cust,19.4797909,6.88E-05,0.015400576
586115,NA,Mairaki,59.103729,0,NA
586120,0.7,Woodend,2.52183854,0.000160424,0.277575265
586121,0.1,Fernside,72.8194065,2.29E-05,0.00137326
586122,0.3,Lehmans,3.17880304,6.88E-05,0.094375146
586124,NA,Pegasus,8.95927318,0,NA
586126,NA,Woodend Beach,11.4780518,0,NA
586127,0.2,Coldstream,26.0443331,4.58E-05,0.007679214
586128,NA,Ravenswood,1.60186485,0,NA
586129,NA,Tuahiwi,27.799639,0,NA
586130,NA,Woodend West,0.96505113,0,NA
586303,4.4,Rangiora East,3.3287345,0.001008376,1.321823654
586304,1.1,Southbrook,3.11615889,0.000252094,0.352998688
586305,NA,Kingsbury,2.37468591,0,NA
586306,2.65,Rangiora North,2.89432615,0.000607318,0.915584444
586307,0.7,Rangiora West,1.0501982,0.000160424,0.666540849
586308,0.2,Rangiora Central,0.88681418,4.58E-05,0.225526389
586403,2.6,Kaiapoi South,1.32091341,0.000595859,1.968334927
586404,NA,Mansfield,0.87517493,0,NA
586405,NA,Courtenay,0.76770805,0,NA
586407,0.8,Kaiapoi East,0.99850437,0.000183341,0.801198296
586408,0.1,Kaiapoi North West,3.05922627,2.29E-05,0.032688004
586409,NA,Kaiapoi North East,4.20841899,0,NA
586501,0.7,Clarkville,24.4570947,0.000160424,0.028621552
586503,0.8,Kaiapoi West,0.42544123,0.000183341,1.880400731
586504,NA,Silverstream,0.97070451,0,NA
586603,0.2,Mandeville,87.5596004,4.58E-05,0.002284158
586604,0.9,Ohoka,24.2892591,0.000206259,0.037053415
586605,NA,West Eyreton,98.2314041,0,NA
586606,NA,Eyrewell,183.104111,0,NA
586801,0.2,Ashley Gorge,797.546908,4.58E-05,0.000250769
586802,2.9,Oxford,10.9124215,0.000664612,0.265752198
586900,4.7,Darfield,3.37219391,0.001077129,1.393751405
587010,0.2,Kirwee,465.459263,4.58E-05,0.000429683
587020,1.4,Burnham Military Camp,1.49366939,0.000320847,0.937289074
587100,5,Malvern,4579.12278,0.001145882,0.001091912
587302,2.9,Halswell South,1.28471225,0.000664612,2.257314819
587303,0.5,Oaklands West,1.6638649,0.000114588,0.300505167
587304,0.25,Oaklands East,1.32593647,5.73E-05,0.188545987
587400,6.6,Hornby North,2.94602361,0.001512565,2.240307911
587500,5.4,Hornby South,1.96257,0.001237553,2.751494214
587701,6,Sockburn,2.7410151,0.001375059,2.188970064
587702,1.8,Wigram,7.12841701,0.000412518,0.25251048
587811,3.9,Yaldhurst,21.2663713,0.000893788,0.183388127
587812,0.1,Broomfield,2.46103791,2.29E-05,0.040633263
587821,0.05,Paparua,23.3801661,1.15E-05,0.002138565
587822,1,Templeton,0.89860753,0.000229176,1.112832874
587830,2.3,Islington,9.22009672,0.000527106,0.249455084
587842,0.2,Halswell West,8.36640147,4.58E-05,0.02390514
587844,0.5,Westmorland,1.84262957,0.000114588,0.271351338
587845,NA,Aidanfield,1.68225644,0,NA
587846,0.7,Halswell Domain,0.98365876,0.000160424,0.711628899
587847,0.1,Hendersons Basin,5.97735238,2.29E-05,0.016729815
587848,1.8,Prebbleton,1.96620571,0.000412518,0.915468809
587849,0.3,Trents-Ladbrooks,31.7658795,6.88E-05,0.009444096
587902,NA,Mcleans Island,60.1390577,0,NA
587903,NA,Kennedys Bush,14.9467683,0,NA
587904,3.1,West Melton,256.641423,0.000710447,0.01207911
587905,0.3,Taitapu,7.68751053,6.88E-05,0.039024337
588101,2.1,Redwood North,1.5162639,0.000481271,1.384983181
588102,0.4,Redwood South,2.11842784,9.17E-05,0.188819271
588200,0.2,Styx Mill,1.33904118,4.58E-05,0.149360604
588300,0.9,Casebrook,1.03832531,0.000206259,0.866780373
588401,0.7,Belfast South,2.20126631,0.000160424,0.31799878
588402,0.3,Sawyers Arms,9.20215514,6.88E-05,0.032601059
588500,1.5,Bishopdale North,4.01019622,0.000343765,0.374046535
588600,1,Harewood,2.32055149,0.000229176,0.430932045
588700,4.8,Bishopdale,0.95247079,0.001100047,5.039524624
588800,2,Russley,2.53184397,0.000458353,0.789938094
588900,NA,Burnside,1.12807918,0,NA
589000,1,Wairarapa,0.79869297,0.000229176,1.252045576
589100,1.4,Jellie Park,0.94876222,0.000320847,1.475606817
589200,1.4,Bryndwr,1.2077146,0.000320847,1.159214271
589300,0.95,Holmwood,1.09346899,0.000217718,0.868794642
589400,3.2,Fendalton,1.64518266,0.000733365,1.945072774
589500,0.5,Deans Bush,0.92526971,0.000114588,0.540382977
589601,NA,Hawthornden,2.29857274,0,NA
589602,1.55,Merrin,0.53770489,0.000355224,2.882622102
589700,1.35,Westburn,1.01171233,0.000309388,1.334371402
589800,0.9,Avonhead West,0.99921353,0.000206259,0.90070838
589900,1.4,Avonhead,1.16559571,0.000320847,1.201102568
590000,0.7,Ilam,1.45622336,0.000160424,0.480695489
590100,8.05,Upper Riccarton,0.9649048,0.00184487,8.342791952
590200,1.85,Wharenui,0.83899853,0.000423976,2.205009823
590300,5.1,Middleton,4.7869882,0.0011688,1.065388045
590400,2.8,Belfast,23.5183314,0.000641694,0.119056065
590501,1,Travis Wetland,3.51919862,0.000229176,0.284155601
590504,2.5,Mairehau North,1.83198915,0.000572941,1.364636903
590505,NA,Westhaven,1.03551666,0,NA
590506,NA,Highfield Park,6.08649949,0,NA
590507,1,Prestons,5.86710457,0.000229176,0.170441823
590602,0.3,Parklands,1.56408294,6.88E-05,0.191805685
590603,1.8,Waimairi Beach,1.76841048,0.000412518,1.017863228
590604,1,Styx,39.4395461,0.000229176,0.025355261
590701,2.5,Mona Vale,0.93598431,0.000572941,2.670984944
590702,2.1,Riccarton West,0.6225224,0.000481271,3.373372589
590800,9.6,Riccarton,1.08951202,0.002200094,8.811284156
590900,3.35,Riccarton South,0.79759766,0.000767741,4.200112623
591101,2.2,Cashmere West,8.68950805,0.000504188,0.25317889
591102,0.4,Cashmere East,6.41673462,9.17E-05,0.062337002
591200,1.5,Rapaki Track,9.41021993,0.000343765,0.159401163
591300,1.35,Heathcote Valley,7.36813997,0.000309388,0.183221275
591500,29.3,Cathedral Square,2.20504241,0.00671487,13.28772629
591600,5.1,Hagley Park,2.71155367,0.0011688,1.880840515
591700,6.6,Avon Loop,1.42297775,0.001512565,4.638161068
591800,5.7,Northcote,1.15272814,0.001306306,4.944791232
591900,2.55,Papanui,1.36354135,0.0005844,1.870130304
592000,3.2,Aorangi,1.8892417,0.000733365,1.693801275
592100,1.55,Strowan,1.59656719,0.000355224,0.970832928
592200,3.55,Merivale,0.97898891,0.000813576,3.626190209
592300,3,Rutland,1.8133197,0.000687529,1.654424203
592401,0.75,St Albans West,0.68128544,0.000171882,1.100860162
592402,4.2,St Albans East,1.31266281,0.000962541,3.199603103
592500,2,Mairehau,0.94650112,0.000458353,2.113045571
592600,1.95,Edgeware,1.01454,0.000446894,1.922053344
592701,2.9,Shirley West,1.52748102,0.000664612,1.898550595
592702,5.75,Shirley East,1.61539949,0.001317765,3.559491033
592811,0.2,Burwood,1.5889946,4.58E-05,0.125865752
592812,NA,Dallington,1.32539235,0,NA
592820,3.2,Travis,1.37634077,0.000733365,2.325005602
592900,0.8,Avondale,1.96281037,0.000183341,0.407578853
593000,3.1,Wainoni,1.50410393,0.000710447,2.061027791
593100,0.8,Aranui,1.62805661,0.000183341,0.491383405
593200,1.5,Richmond North,1.18685415,0.000343765,1.263845267
593300,6.5,Richmond South,0.78246147,0.001489647,8.307118304
593400,1.1,Avonside,1.34088844,0.000252094,0.820351617
593501,5.4,Linwood,1.07775852,0.001237553,5.010398804
593502,3.1,Phillipstown,1.28428938,0.000710447,2.413786214
593600,1.4,Linwood North,0.85756964,0.000320847,1.63252048
593700,2.5,Linwood East,0.89645454,0.000572941,2.788763834
593800,0.9,Bexley,2.77542629,0.000206259,0.32427451
593900,2.8,Bromley,7.4872606,0.000641694,0.373968551
594010,2,Woolston West,1.29539287,0.000458353,1.543933154
594020,7.2,Ferrymead,2.05624688,0.00165007,3.50152507
594100,1.9,Woolston South,1.69705236,0.000435435,1.11958832
594200,2,Ensors,1.36819008,0.000458353,1.461785193
594300,3.4,Opawa,1.99141211,0.0007792,1.707331186
594400,2.1,St Martins,1.87174384,0.000481271,1.121948397
594500,2.8,Waltham,0.86107017,0.000641694,3.251767507
594600,16.45,Sydenham,2.79294374,0.003769953,5.889842951
594700,3.9,Addington,1.06272519,0.000893788,3.669810443
594800,2.8,Barrington North,1.84760515,0.000641694,1.515475317
594900,0.2,Barrington South,1.16978594,4.58E-05,0.170971451
595000,3.75,Spreydon,1.19865211,0.000859412,3.128514077
595100,1.3,Hoon Hay,1.04753211,0.000297929,1.241012077
595200,2.05,Hoon Hay South,0.70823453,0.000469812,2.894521395
595300,2.3,Hillmorton,1.66352455,0.000527106,1.382606587
595400,1.7,Somerfield,1.22932022,0.0003896,1.382878092
595500,NA,Beckenham,0.87672547,0,NA
595600,1.8,North Beach,2.16020513,0.000412518,0.833254201
595700,7.8,Rawhiti,2.67557044,0.001787576,2.915266174
595800,4.95,New Brighton,1.39825599,0.001134423,3.540124294
595900,0.6,South Brighton,2.80619488,0.000137506,0.213812663
596000,0.55,Mt Pleasant,4.38886803,0.000126047,0.125317051
596102,1.35,Moncks Bay,6.19073571,0.000309388,0.218067781
596200,3.75,Sumner,9.31494606,0.000859412,0.402578821
596400,4,Lyttelton,14.4243452,0.000916706,0.277308948
596502,0.2,Diamond Harbour,44.2158477,4.58E-05,0.004523265
596503,0.3,Governors Bay,25.0969269,6.88E-05,0.011953655
596504,NA,Quail Island,0.80389759,0,NA
596600,NA,Port Levy,78.9013876,0,NA
596800,2.5,Akaroa,1.7635459,0.000572941,1.417598487
596901,0.3,Akaroa Harbour,162.447723,6.88E-05,0.001846748
596902,0.2,Banks Peninsula Eastern Bays,273.554088,4.58E-05,0.000731117
597000,NA,Chatham Islands,740.333332,0,NA
597101,1,Little River,377.854853,0.000229176,0.002646519
597102,NA,Inland Water-Lake Ellesmere South,63.3048888,0,NA
597200,3.7,Lincoln,13.2767862,0.000847953,0.2786819
597300,1.9,Leeston,1.90039657,0.000435435,0.999791323
597400,1.7,Southbridge,2.21948602,0.0003896,0.765943099
597503,0.3,Dunsandel,9.57736479,6.88E-05,0.031323856
597505,NA,Inland Water-Lake Ellesmere North,135.032693,0,NA
597506,NA,Selwyn-Rakaia,829.221705,0,NA
597507,1,Rolleston North West,1.50587962,0.000229176,0.664063705
597508,1.3,Rolleston Central,1.60282218,0.000297929,0.811069385
597509,1.95,Rolleston North East,1.16237858,0.000446894,1.677594575
597510,0.3,Rolleston South West,1.85662376,6.88E-05,0.161583626
597512,1.1,Springston,194.153877,0.000252094,0.005665609
597513,0.3,Rolleston South East,13.5192485,6.88E-05,0.022190583
597600,2.5,Methven,4.03799597,0.000572941,0.619118993
597712,NA,Plains Railway,28.6857778,0,NA
597713,NA,Ashburton North,7.23327404,0,NA
597714,NA,Fairton,15.2488941,0,NA
597715,NA,Ashburton East,7.86774725,0,NA
597720,1,Mt Somers,4008.35107,0.000229176,0.000249479
597730,0.9,Hinds,1311.4453,0.000206259,0.000686266
597741,NA,Chertsey,785.898935,0,NA
597742,2.7,Rakaia,7.12957288,0.000618776,0.378704313
597811,0.05,Allenton West,2.92631649,1.15E-05,0.017086327
597812,1.7,Allenton East,2.17332135,0.0003896,0.782212902
597820,1.3,Ashburton Central West,2.13150538,0.000297929,0.609897593
597830,0.7,Netherby,1.09324641,0.000160424,0.640294808
597840,1.75,Ashburton Central East,1.43855357,0.000401059,1.216499709
597850,NA,Hampstead,1.44099683,0,NA
597860,0.8,Tinwald,2.42604162,0.000183341,0.329755266
598000,1,Winchester,0.67906891,0.000229176,1.472604599
598201,0.2,Fairview-Scarborough,21.633788,4.58E-05,0.009244798
598202,NA,Otipua Creek-Washdyke Flat,28.1275042,0,NA
598311,NA,Ben Mcleod,821.687933,0,NA
598312,1.8,Orari,1196.88969,0.000412518,0.001503898
598313,0.3,Levels,623.816026,6.88E-05,0.000480911
598314,0.2,Pareora,4.32898966,4.58E-05,0.046200157
598320,2.6,Pleasant Point,3.64643456,0.000595859,0.713025274
598500,4.4,Geraldine,3.03181853,0.001008376,1.451274196
598600,4.05,Temuka,4.67388161,0.000928165,0.866517455
598700,1.8,Washdyke,5.48124901,0.000412518,0.328392306
598800,3.6,Waimataitai,1.03330006,0.000825035,3.483983152
598900,1.1,Marchwiel,2.17054018,0.000252094,0.506786288
599000,0.1,Maori Park,0.55636067,2.29E-05,0.17973952
599100,1,Highfield,2.24228832,0.000229176,0.445972978
599200,1.8,Glenwood,1.04971107,0.000412518,1.714757567
599300,NA,Gleniti,1.99049168,0,NA
599400,0.4,Fraser Park,1.33471211,9.17E-05,0.299690096
599500,9.6,Seaview,2.29782249,0.002200094,4.177868413
599600,1.6,Watlington,1.20712687,0.000366682,1.325461341
599700,3.6,Parkside,1.57352042,0.000825035,2.287863541
599800,0.3,Timaru Gardens,1.76957303,6.88E-05,0.169532421
599900,NA,Redruth,1.35314901,0,NA
600100,2.5,Twizel Community,12.2270693,0.000572941,0.204464368
600200,3,Fairlie,1.2102137,0.000687529,2.47890104
600312,0.3,Mt Cook,4.35775484,6.88E-05,0.06884279
600320,2.2,Lake Tekapo,4.68152923,0.000504188,0.469931916
600321,NA,Inland Water-Lake Alexandrina,6.53632275,0,NA
600322,NA,Inland Water-Lake Tekapo,93.8648271,0,NA
600323,1.4,Mackenzie,7318.87769,0.000320847,0.000191286
600410,0.2,Waihao,3579.2967,4.58E-05,5.59E-05
600420,0.4,St Andrews,0.58931279,9.17E-05,0.678756692
600500,1.9,Waimate,3.30083115,0.000435435,0.5756126
600600,1.1,Weston,0.92909098,0.000252094,1.183952943
600811,0.3,Pukeuri,15.2289875,6.88E-05,0.019699274
600812,NA,Ardgowan,14.828574,0,NA
600813,NA,Cape Wanbrow,9.08360845,0,NA
600822,0.3,Duntroon,11.0275909,6.88E-05,0.027204491
600824,1,Kurow,3.71245015,0.000229176,0.269363886
600826,1.3,Maheno,1747.94739,0.000297929,0.000743729
600827,NA,Omarama,41.4077493,0,NA
600828,NA,Kakanui,6.92186854,0,NA
600830,0.2,Otematata,5.50078856,4.58E-05,0.036358423
600831,0.4,Aviemore,4182.48639,9.17E-05,9.56E-05
600832,NA,Inland Water-Lake Ohau,59.8161036,0,NA
600840,1.6,Hampden,2.55139903,0.000366682,0.627106925
601010,2.6,Oamaru North,4.22283498,0.000595859,0.615700119
601020,1.1,Orana Park,2.40726211,0.000252094,0.456950656
601030,8.35,Oamaru Central,3.01338641,0.001913623,2.770968891
601040,0.8,Oamaru South,3.30136727,0.000183341,0.242323842
601200,2.5,Palmerston,3.68075656,0.000572941,0.67920819
601301,NA,Waihemo,766.545674,0,NA
601302,0.1,Hyde,278.479404,2.29E-05,0.000359093
601400,0.5,Waikouaiti,7.32615446,0.000114588,0.068248629
601500,NA,Aramoana,6.17770165,0,NA
601602,0.4,Waitati,2.84972097,9.17E-05,0.14036462
601603,NA,Evansdale,522.687962,0,NA
601604,0.2,Karitane,1.90589164,4.58E-05,0.10493776
601605,NA,Warrington,7.38923266,0,NA
601700,NA,Nenthorn,331.78583,0,NA
601900,0.4,Fairfield,1.80959105,9.17E-05,0.221044418
602000,0.2,Brighton,2.61341663,4.58E-05,0.076528173
602100,NA,Waldronville,0.25130164,0,NA
602200,1.2,Outram,0.79825409,0.000275012,1.503280741
602300,1,Middlemarch,1.0546335,0.000229176,0.948196696
602411,NA,Wyllies Crossing,11.2916473,0,NA
602412,NA,Wingatui,9.24080851,0,NA
602421,NA,Kaikorai Hill,18.171783,0,NA
602422,NA,Saddle Hill,23.7627673,0,NA
602500,0.1,Taieri,647.992774,2.29E-05,0.000154323
602600,0.3,Strath Taieri,1559.66487,6.88E-05,0.000192349
602800,0.45,Harbourside,1.75690786,0.000103129,0.256131816
602900,3.4,Fernhill,1.24072664,0.0007792,2.740329651
603000,7.85,High St-Stuart St,1.13320592,0.001799035,6.927249374
603100,11.8,Stuart St-Frederick St,0.93739524,0.002704282,12.58807331
603210,0.1,Opoho,2.55856666,2.29E-05,0.039084383
603220,0.1,Forrester Park,4.33687695,2.29E-05,0.023058067
603300,3.7,North East Valley,2.0433634,0.000847953,1.810740077
603400,0.7,Pine Hill,8.23698995,0.000160424,0.0849825
603500,NA,Woodhaugh,0.79380895,0,NA
603601,3.9,North Dunedin,1.20816268,0.000893788,3.228042104
603602,5.15,Otago University,1.63654565,0.001180259,3.146872194
603710,0.6,Maori Hill,0.74713233,0.000137506,0.803070589
603720,NA,Balmacewen,0.84799795,0,NA
603810,0.1,Glenleith,2.77824893,2.29E-05,0.035993895
603820,NA,Helensburgh,2.0797774,0,NA
603910,0.9,Wakari,1.41412733,0.000206259,0.63643491
603920,0.3,Halfway Bush,1.86644572,6.88E-05,0.160733311
603930,2.2,Brockville,2.72970621,0.000504188,0.805947538
604010,1,Roslyn North,0.82003186,0.000229176,1.219464814
604020,1.8,Roslyn South,1.08644016,0.000412518,1.656787061
604110,2.2,Mornington,1.17355966,0.000504188,1.874638397
604120,2.35,Belleknowes,0.91482255,0.000538565,2.56880419
604130,0.3,Kenmure,1.55797125,6.88E-05,0.19255811
604210,3.9,Caversham,2.47263097,0.000893788,1.577267311
604221,NA,Corstorphine West,0.31748594,0,NA
604222,NA,Corstorphine East,0.34313814,0,NA
604300,1.2,Caledonian,0.17421411,0.000275012,6.888075828
604410,4.6,South Dunedin,0.95581912,0.001054212,4.812626054
604420,0.9,Forbury,0.43519634,0.000206259,2.068032098
604500,1.25,St Clair,2.82652793,0.000286471,0.442238687
604611,0.75,Musselburgh,1.74981645,0.000171882,0.428616384
604612,0.8,Andersons Bay,1.2062067,0.000183341,0.663236243
604620,1,Vauxhall,2.4278399,0.000229176,0.411888774
604710,NA,St Leonards-Blanket Bay,6.06118823,0,NA
604720,0.9,Ravensbourne,3.43065207,0.000206259,0.262340798
604810,0.5,Inner Peninsula,8.7231283,0.000114588,0.057318886
604821,0.1,Company Bay,2.19538128,2.29E-05,0.045550174
604822,0.4,Macandrew Bay,2.79542317,9.17E-05,0.143091037
604830,0.3,Broad Bay-Portobello,7.25674424,6.88E-05,0.041340853
604901,0.4,Taiaroa-Cape Saunders,42.7819489,9.17E-05,0.009349738
604902,NA,Sandymount,29.3661949,0,NA
605100,0.7,Sawyers Bay,2.66651722,0.000160424,0.262514712
605200,1.3,Port Chalmers,1.79107023,0.000297929,0.725823018
605400,1.1,St Kilda West,0.79438441,0.000252094,1.384720025
605500,2.3,St Kilda Central,0.72250769,0.000527106,3.183357121
605600,1.1,St Kilda East,1.14612925,0.000252094,0.95975214
605800,3.4,Green Island,2.92777871,0.0007792,1.161289953
605910,NA,Abbotsford,2.03691068,0,NA
605920,0.2,Concord,3.35233217,4.58E-05,0.059659959
606100,0.2,Mosgiel East,3.36358494,4.58E-05,0.059460368
606210,2.15,Mosgiel South,1.27497566,0.000492729,1.686306702
606220,0.7,East Taieri,2.34830417,0.000160424,0.298087449
606300,2,Bush Road,1.11123681,0.000458353,1.799796391
606500,NA,Benhar,0.7114763,0,NA
606600,NA,Stirling,0.57566181,0,NA
606700,0.7,Bruce,1357.86935,0.000160424,0.000515514
606800,NA,Milton,2.0194875,0,NA
606900,NA,Kaitangata,2.53444263,0,NA
607000,NA,Clinton,0.71831123,0,NA
607100,NA,Kaka Point,0.3610218,0,NA
607200,NA,Owaka,0.75973928,0,NA
607300,NA,Clutha,2660.39933,0,NA
607400,NA,Balclutha,6.25103307,0,NA
607501,NA,Teviot,1312.81793,0,NA
607502,NA,Tuapeka,2325.49833,0,NA
607600,NA,Tapanui,1.9187439,0,NA
607700,NA,Lawrence,2.46876146,0,NA
607800,NA,Roxburgh,2.05863997,0,NA
607900,3.2,Ranfurly,3.87005575,0.000733365,0.826861474
608000,0.4,Maniototo,3548.48919,9.17E-05,0.000112724
608100,0.4,Naseby,0.86032915,9.17E-05,0.464938332
608302,NA,Dunstan,5079.80351,0,NA
608303,NA,Clyde,3.21482165,0,NA
608304,NA,Hawea,2309.90328,0,NA
608305,NA,Inland Water-Lake Hawea,157.216312,0,NA
608500,NA,Alexandra,9.76074033,0,NA
608600,NA,Cromwell,7.61450421,0,NA
608700,NA,Frankton,2.09671158,0,NA
608800,NA,Wanaka,28.6096257,0,NA
609011,NA,Milford,2726.61688,0,NA
609013,NA,Glenorchy,1461.41662,0,NA
609014,NA,Kingston South,1012.36614,0,NA
609022,NA,Kelvin Heights,9.27577916,0,NA
609023,NA,Sunshine Bay,1.87544747,0,NA
609027,NA,Inland Water-Lake Wakatipu,297.620482,0,NA
609028,NA,Lake Hayes,9.07956636,0,NA
609029,NA,Matukituki,1882.50191,0,NA
609030,NA,Inland Water-Lake Wanaka,200.992072,0,NA
609031,NA,Outer Wakatipu,1792.69426,0,NA
609032,NA,Wakatipu Basin,53.9691072,0,NA
609033,NA,Frankton East,25.6478677,0,NA
609034,NA,Lake Hayes South,4.93840503,0,NA
609035,NA,Jacks Point,106.391003,0,NA
609200,NA,Arrowtown,2.36365223,0,NA
609302,NA,Queenstown Hill,3.87821792,0,NA
609303,NA,Arthurs Point,5.35729827,0,NA
609304,NA,Queenstown Bay,3.06964666,0,NA
609400,NA,Balfour Community,0.4846811,0,NA
609500,NA,Riversdale Community,0.79274459,0,NA
609600,NA,Lumsden Community,0.88241358,0,NA
609700,NA,Edendale Community,2.91824171,0,NA
609800,NA,Wyndham,1.7777062,0,NA
609911,NA,Makarewa North,12.8127995,0,NA
609912,NA,Makarewa,20.7734573,0,NA
609913,NA,Bay Road West,6.29811984,0,NA
609914,NA,Mill Road-Woodend,24.2553861,0,NA
609921,NA,Bushy Point,7.20857741,0,NA
609922,NA,Otatara,8.19357848,0,NA
610010,NA,Charlton,58.7020511,0,NA
610020,NA,Waikaia,3901.63592,0,NA
610031,NA,Kaweku,478.108724,0,NA
610032,NA,Chatton,681.163839,0,NA
610033,NA,Kaiwera,498.357262,0,NA
610040,NA,Hokonui,1130.39271,0,NA
610051,NA,Waianiwa,393.860056,0,NA
610052,NA,Oreti Beach,69.5570012,0,NA
610061,NA,Dacre,430.963691,0,NA
610062,NA,Myross Bush,13.3723215,0,NA
610072,NA,Waituna,577.461745,0,NA
610073,NA,Woodlands,24.0110575,0,NA
610074,NA,Greenhills,156.355132,0,NA
